TAZ,access_nearby_sov,access_transit,access_walk,W_NHBW_sov_AM,W_NHBW_sov_MD,W_NHBW_sov_PM,W_NHBW_sov_NT,W_NHBW_hov2_AM,W_NHBW_hov2_MD,W_NHBW_hov2_PM,W_NHBW_hov2_NT,W_NHBW_hov3_AM,W_NHBW_hov3_MD,W_NHBW_hov3_PM,W_NHBW_hov3_NT,W_NHBW_auto_pay_AM,W_NHBW_auto_pay_MD,W_NHBW_auto_pay_PM,W_NHBW_auto_pay_NT,W_NHBW_walkbike_AM,W_NHBW_walkbike_MD,W_NHBW_walkbike_PM,W_NHBW_walkbike_NT,W_NHBW_t_AM,W_NHBW_t_MD,W_NHBW_t_PM,W_NHBW_t_NT,W_NHBO_sov_AM,W_NHBO_sov_MD,W_NHBO_sov_PM,W_NHBO_sov_NT,W_NHBO_hov2_AM,W_NHBO_hov2_MD,W_NHBO_hov2_PM,W_NHBO_hov2_NT,W_NHBO_hov3_AM,W_NHBO_hov3_MD,W_NHBO_hov3_PM,W_NHBO_hov3_NT,W_NHBO_walkbike_AM,W_NHBO_walkbike_MD,W_NHBO_walkbike_PM,W_NHBO_walkbike_NT,W_NHBO_t_AM,W_NHBO_t_MD,W_NHBO_t_PM,W_NHBO_t_NT,N_NHBSHP_sov_AM,N_NHBSHP_sov_MD,N_NHBSHP_sov_PM,N_NHBSHP_sov_NT,N_NHBSHP_hov2_AM,N_NHBSHP_hov2_MD,N_NHBSHP_hov2_PM,N_NHBSHP_hov2_NT,N_NHBSHP_hov3_AM,N_NHBSHP_hov3_MD,N_NHBSHP_hov3_PM,N_NHBSHP_hov3_NT,N_NHBSHP_auto_pay_AM,N_NHBSHP_auto_pay_MD,N_NHBSHP_auto_pay_PM,N_NHBSHP_auto_pay_NT,N_NHBSHP_walkbike_AM,N_NHBSHP_walkbike_MD,N_NHBSHP_walkbike_PM,N_NHBSHP_walkbike_NT,N_NHBSHP_t_AM,N_NHBSHP_t_MD,N_NHBSHP_t_PM,N_NHBSHP_t_NT,N_NHBO_sov_AM,N_NHBO_sov_MD,N_NHBO_sov_PM,N_NHBO_sov_NT,N_NHBO_hov2_AM,N_NHBO_hov2_MD,N_NHBO_hov2_PM,N_NHBO_hov2_NT,N_NHBO_hov3_AM,N_NHBO_hov3_MD,N_NHBO_hov3_PM,N_NHBO_hov3_NT,N_NHBO_auto_pay_AM,N_NHBO_auto_pay_MD,N_NHBO_auto_pay_PM,N_NHBO_auto_pay_NT,N_NHBO_walkbike_AM,N_NHBO_walkbike_MD,N_NHBO_walkbike_PM,N_NHBO_walkbike_NT,N_NHBO_t_AM,N_NHBO_t_MD,N_NHBO_t_PM,N_NHBO_t_NT
433,9.06246,1.42866,1.9733,11.2543,7.96735,14.9241,14.7901,1.16923,1.04228,2.05893,2.10117,0.0632987,0.0527919,0.102754,0.104177,0.0547618,0.0482542,0.0953653,0.0970464,1.39297,0.768043,1.35004,1.2594,0.0741581,0.0653962,0.182292,0.131916,0.177798,0.263062,0.561502,0.594735,0.0819808,0.0730825,0.144363,0.14733,0.0213613,0.0190427,0.0376157,0.0383889,0.0389774,0.0333796,0.0673811,0.0675885,0.0542138,0.0465311,0.0966788,0.0941908,2.41066,6.25134,3.48673,3.85241,1.88132,4.88373,2.08664,1.10426,-0.00850307,-0.0220793,-0.0094386,-0.00499356,0,0,0,0,0.370527,3.06172,1.62512,1.44311,0,0,0,0,2.23423,5.78993,3.26156,3.65874,2.17967,5.65286,2.92572,2.8039,0.701079,1.82113,0.777507,0.411807,0.150758,0.383355,0.247065,0.329198,0.248149,0.634015,0.272834,0.144212,0.222175,0.567709,0.245082,0.131369
434,9.2369,3.19719,1.95921,15.9385,10.7508,19.6402,19.4462,1.09031,0.991294,1.95749,2.01724,0.0700216,0.0566482,0.109081,0.110803,0.0519587,0.0466406,0.0926583,0.0945578,0.411732,0.227017,0.399042,0.372251,0.122212,0.109363,0.23279,0.222612,-0.110983,0.0882659,0.255249,0.302599,0.076463,0.069521,0.137279,0.141475,0.0199235,0.0181147,0.03577,0.0368632,0.0112218,0.00961012,0.0193993,0.019459,0.0211239,0.0183473,0.0376942,0.0372144,2.42701,6.43632,3.52595,3.99661,1.86604,4.95399,2.08516,1.13251,-0.00842735,-0.0223759,-0.00942946,-0.00511781,0,0,0,0,0.125957,1.0408,0.552443,0.490569,0,0,0,0,2.24532,5.94854,3.28791,3.77454,2.19784,5.82928,2.963,2.90585,0.698314,1.85574,0.780143,0.424327,0.161114,0.418411,0.265325,0.353472,0.0696181,0.177872,0.0765435,0.0404587,0.0662528,0.169549,0.0737645,0.0424213
435,9.24904,2.76548,1.15783,26.8692,17.8671,32.1524,31.9254,1.54019,1.4208,2.78476,2.89066,0.106816,0.0855955,0.162664,0.165982,0.0714077,0.065386,0.128403,0.132762,0.0970276,0.0534981,0.094037,0.0877236,0.166741,0.151768,0.355767,0.308906,-0.377176,0.00239772,0.150729,0.229003,0.108007,0.0996374,0.195282,0.202717,0.0281427,0.025962,0.0508836,0.0528207,0.00250938,0.00214899,0.00433802,0.00435137,0.0123474,0.0110648,0.0250373,0.0224919,4.73579,16.1768,8.60944,8.82259,3.33213,8.89836,3.76287,2.02999,0.570193,5.0877,2.65156,2.40476,0.0161011,0.138282,0.0745216,0.064687,0.0279076,0.230605,0.122402,0.108693,0.0787469,0.678015,0.348659,0.318257,3.82869,10.2036,5.53679,6.05137,3.88645,10.8324,5.43692,5.05421,1.28455,3.64295,1.56829,0.904506,0.267214,0.764634,0.46614,0.582321,0.0145935,0.0372859,0.0160452,0.00848101,0.0211164,0.0545998,0.0247669,0.0179677
436,9.60536,3.20895,1.44957,18.2799,13.0041,23.8249,24.4767,2.01309,1.77298,3.41033,3.60743,0.118161,0.0950821,0.178612,0.187849,0.0960898,0.0833313,0.158273,0.169423,0.0671348,0.0370161,0.0650655,0.0606972,0.1666,0.143544,0.424188,0.292808,0.368705,0.478024,0.980189,1.07095,0.141182,0.124346,0.239158,0.253004,0.036787,0.0324,0.062316,0.0659238,0.00190057,0.00162762,0.00328556,0.00329567,0.0115562,0.0099441,0.0274245,0.0202531,8.6827,36.2537,19.0117,18.5297,4.87508,12.6013,5.31891,2.87586,2.16596,18.3931,9.53417,8.67181,0.0668685,0.54543,0.275842,0.256409,0.017822,0.147266,0.0781669,0.0694122,0.259164,2.13945,1.23654,1.00815,5.74253,14.8188,7.93859,8.49476,6.08606,17.5019,8.73197,7.95807,2.00087,5.96204,2.62551,1.63491,0.412646,1.2822,0.738281,0.915056,0.0107845,0.0275542,0.0118574,0.00626746,0.0195758,0.0498711,0.0242959,0.0175042
437,8.84218,0.758254,1.27347,25.4694,16.9991,31.2424,30.898,2.04291,1.80945,3.54973,3.6549,0.123349,0.0985535,0.188262,0.192532,0.0938607,0.0823025,0.160857,0.165666,3.2695,1.80271,3.16873,2.95599,0.0694306,0.0609772,0.286617,0.12356,0.0188396,0.297631,0.691592,0.774822,0.143236,0.126871,0.248873,0.256269,0.0373221,0.033058,0.0648474,0.0667745,0.0882133,0.0755444,0.152496,0.152966,0.117315,0.10055,0.211915,0.203603,6.40569,22.2764,11.6488,11.264,4.90393,12.6921,5.37406,2.87594,1.05948,9.09767,4.74327,4.25806,0.0254745,0.210377,0.106303,0.0969031,0.770466,6.36648,3.37924,3.00076,0.0714784,0.597191,0.408529,0.27904,5.05581,13.07,6.90822,7.09068,5.24505,14.324,7.05977,6.18409,1.86581,5.1879,2.24674,1.29863,0.33479,0.944888,0.544403,0.660081,0.572796,1.46348,0.629776,0.332881,0.511453,1.30684,0.564959,0.300023
438,9.54069,2.2347,1.86576,13.582,9.59899,17.7595,17.9121,1.43354,1.26828,2.47172,2.56771,0.0789791,0.0651037,0.124856,0.128855,0.0672259,0.0587336,0.114156,0.118709,1.96778,1.08498,1.90713,1.77909,0.109951,0.09602,0.243831,0.195012,0.228588,0.324333,0.680627,0.733533,0.100529,0.0889416,0.17333,0.180069,0.0261944,0.023175,0.0451635,0.0469194,0.0576413,0.049363,0.0996459,0.0999525,0.080189,0.0687742,0.141564,0.139289,4.00476,11.9487,6.46617,6.81562,2.75729,7.124,3.02178,1.61778,0.246544,2.15109,1.12475,1.01381,0.00753653,0.0614134,0.0324068,0.0285344,0.594624,4.91347,2.608,2.3159,0.0267726,0.222656,0.118757,0.104391,3.3897,8.74022,4.81582,5.33061,3.38929,8.95603,4.54837,4.28675,1.07144,2.86273,1.22666,0.682104,0.217472,0.575857,0.359483,0.471133,0.355402,0.908042,0.390756,0.206542,0.318488,0.813727,0.351181,0.188553
439,10.1284,2.55834,1.95916,39.959,26.5418,48.0797,48.33,3.1209,2.75094,5.33978,5.58126,0.200581,0.15676,0.296272,0.305603,0.14602,0.127045,0.245866,0.257447,0.308,0.169822,0.298507,0.278465,0.292221,0.252985,0.584996,0.514442,-0.0176332,0.419853,0.988911,1.12896,0.218845,0.192908,0.374437,0.391385,0.0570232,0.0502648,0.0975648,0.101981,0.00916863,0.00785186,0.01585,0.0158988,0.0277787,0.0239386,0.0523869,0.0485915,24.0263,117.171,60.7463,56.029,10.9183,28.1526,11.9372,6.40523,7.69015,64.968,33.8644,30.498,0.202409,1.65238,0.874385,0.772919,0.0925206,0.764513,0.405792,0.360344,0.903024,7.46246,3.84617,3.50708,12.886,33.1769,17.1637,16.9135,14.5534,44.5256,21.8791,18.7019,4.82592,15.408,6.94349,4.53378,0.790365,2.72395,1.54493,1.69614,0.0558103,0.142594,0.0613622,0.0324343,0.0701369,0.178957,0.0788318,0.0506812
441,8.383,0.258707,0.416868,7.61152,5.70732,10.7804,10.8871,1.02202,0.905463,1.77311,1.82903,0.0516669,0.0438661,0.084799,0.087455,0.045771,0.0401827,0.0782566,0.0809007,0.339324,0.187093,0.328865,0.306786,0.0278689,0.0244347,0.145969,0.0494785,0.268635,0.290316,0.589311,0.618768,0.0716596,0.0634888,0.124317,0.128249,0.0186719,0.0165429,0.0323926,0.0334171,0.00769136,0.00658675,0.0132962,0.0133371,0.0114217,0.00981244,0.0250926,0.0198688,1.90841,5.63441,3.058,3.24194,1.61719,4.18141,1.76879,0.94725,0.143507,1.25884,0.65671,0.591993,0.00320651,0.0265392,0.0131449,0.0122291,0.0675205,0.557933,0.296143,0.262975,0.00896816,0.0748273,0.0566135,0.0349452,1.70196,4.39196,2.42846,2.70416,1.67941,4.43286,2.25559,2.14045,0.586679,1.56454,0.668525,0.37063,0.120549,0.318291,0.190427,0.248975,0.0586513,0.149853,0.0644857,0.0340853,0.0539508,0.137861,0.0606006,0.0324302
458,10.6812,6.62975,3.00911,15.1282,11.0321,20.6892,20.5044,1.46213,1.35163,2.68365,2.74792,0.090672,0.0756965,0.146405,0.148715,0.0784709,0.0711483,0.140271,0.143968,0.266485,0.146932,0.258271,0.240931,0.689218,0.616041,1.37868,1.24605,0.169272,0.30341,0.664671,0.712682,0.102587,0.094836,0.188277,0.192807,0.0267304,0.0247109,0.0490583,0.0502385,0.00527604,0.00451831,0.00912081,0.00914888,0.044479,0.0395022,0.0871295,0.0799128,8.56286,36.4057,19.5784,18.902,4.25163,11.3527,4.87432,2.58676,1.64225,14.4098,7.63485,6.78416,0.0900786,0.757327,0.390991,0.352288,0.0855411,0.706839,0.37518,0.33316,0.597758,5.06818,2.85061,2.36426,5.65891,15.087,8.2663,8.7523,6.02691,17.7503,9.0704,8.21694,1.79535,5.48566,2.4544,1.48873,0.505804,1.64083,0.964785,1.16649,0.0438631,0.112069,0.0482265,0.0254911,0.060586,0.155632,0.0763897,0.0574038
501,9.53165,4.15193,2.36818,14.54,11.2795,21.1513,21.6027,2.00639,1.83172,3.52941,3.70871,0.101461,0.0887794,0.168815,0.177416,0.106115,0.0948258,0.180426,0.191231,0.990763,0.546277,0.960226,0.895758,0.42817,0.375017,1.15024,0.755491,0.545489,0.598692,1.18624,1.27459,0.140703,0.128455,0.247476,0.260086,0.0366622,0.0334709,0.0644835,0.0677691,0.0234847,0.0201119,0.0405986,0.0407235,0.0536358,0.0463888,0.115145,0.0937191,3.39013,10.04,5.63309,6.25124,2.31354,6.14226,2.60855,1.39235,0.154041,1.39522,0.734191,0.658574,0.00628781,0.0519572,0.0255734,0.0240735,0.364602,3.01277,1.59913,1.42003,0.0329757,0.274799,0.175018,0.127682,2.97985,7.90828,4.51087,5.21237,2.92819,7.90058,4.14335,4.12492,0.879807,2.40034,1.02826,0.564711,0.239823,0.637175,0.387962,0.541234,0.200586,0.512492,0.220539,0.116571,0.185447,0.473797,0.209316,0.116133
502,9.51689,3.61959,2.2473,16.9896,14.7574,28.8637,29.3598,3.0942,2.90699,5.76022,5.92675,0.149061,0.136583,0.268026,0.276444,0.162218,0.149443,0.29454,0.303128,1.81405,1.00021,1.75813,1.6401,0.560682,0.504875,1.64539,1.02365,1.11882,1.11095,2.22493,2.30103,0.216991,0.203862,0.403902,0.415633,0.05654,0.053119,0.105242,0.108299,0.0461942,0.0395599,0.079857,0.0801027,0.0901061,0.0785169,0.192742,0.159059,7.91195,30.54,16.5119,16.364,5.05119,13.6807,5.85893,3.12288,1.40093,12.5433,6.64326,5.91645,0.0532693,0.448257,0.223171,0.2084,0.654731,5.41014,2.87163,2.55,0.248705,2.11513,1.38389,0.989211,5.94672,16.1153,8.88893,9.5679,6.15061,17.8093,9.11959,8.39751,1.98528,5.91031,2.60837,1.53131,0.462004,1.40848,0.809308,1.01322,0.393599,1.00563,0.432753,0.228741,0.362558,0.927089,0.40811,0.223257
503,10.0159,5.48193,2.16054,12.0355,9.92634,18.6171,19.5891,2.08213,1.88414,3.59059,3.83482,0.101008,0.0892165,0.168573,0.180231,0.112229,0.0991562,0.18742,0.201081,0.0794778,0.0438217,0.0770281,0.0718566,0.650186,0.564463,1.34882,1.14267,0.71862,0.698741,1.34945,1.45304,0.146042,0.132155,0.251818,0.268977,0.0380533,0.0344349,0.0656147,0.0700859,0.0014756,0.00126368,0.0025509,0.00255875,0.0374539,0.0324934,0.0770421,0.0657787,4.03695,13.959,7.75889,8.57655,2.22161,5.89264,2.48492,1.34291,0.456905,4.00523,2.08688,1.89359,0.0204408,0.167705,0.0837018,0.0785196,0.0251519,0.207834,0.110315,0.0979602,0.118845,0.985846,0.572867,0.461806,3.18505,8.43777,4.86419,5.86892,3.14198,8.72801,4.61426,4.78026,0.886134,2.53268,1.09306,0.639046,0.272563,0.764291,0.472674,0.669888,0.0125542,0.0320755,0.013803,0.00729587,0.0211393,0.0538104,0.0287227,0.0240861
504,9.59702,3.98002,2.53576,24.3196,18.5727,34.8447,35.5198,3.27516,2.96476,5.72161,6.00962,0.167928,0.145112,0.27631,0.29001,0.17674,0.156341,0.298173,0.3153,2.9609,1.63255,2.86964,2.67698,0.629675,0.548131,1.71867,1.10578,0.859281,0.951486,1.89136,2.0359,0.2297,0.207932,0.40123,0.421484,0.0598515,0.0541795,0.104546,0.109824,0.0721572,0.0617942,0.12474,0.125124,0.12729,0.109495,0.254507,0.221486,7.2271,22.1153,11.9687,12.4065,5.2291,13.7766,5.85571,3.12748,0.463139,4.10437,2.1603,1.9359,0.0243808,0.197745,0.0993636,0.0914415,1.09263,9.0286,4.79225,4.25552,0.0877171,0.727008,0.465857,0.338561,6.20784,16.3617,8.95973,9.68153,6.29465,16.9686,8.60784,7.98044,1.99721,5.44785,2.34122,1.29722,0.503977,1.36474,0.799489,1.04513,0.612208,1.56418,0.673108,0.355786,0.555906,1.42016,0.620188,0.335978
505,9.60742,4.33025,2.34685,10.0986,8.36481,15.8777,16.4833,1.77752,1.60705,3.09406,3.25875,0.085019,0.0753779,0.143781,0.151937,0.0958461,0.0847409,0.160937,0.17109,0.558142,0.307743,0.540939,0.504622,0.38459,0.334891,1.01429,0.675657,0.622357,0.601322,1.17235,1.24354,0.124669,0.112714,0.216976,0.22856,0.0324843,0.0293692,0.0565363,0.0595545,0.0125233,0.0107247,0.0216493,0.0217159,0.0371467,0.0321145,0.0833253,0.0648932,2.67293,7.04167,4.05133,4.76043,1.83821,4.83734,2.05308,1.09833,-0.00819954,-0.0215483,-0.00913672,-0.0048917,0,0,0,0,0.196567,1.62427,0.862136,0.765577,0,0,0,0,2.47101,6.49549,3.75674,4.45198,2.38719,6.27658,3.33243,3.42064,0.693188,1.82867,0.776449,0.415421,0.202047,0.512124,0.316942,0.460177,0.10631,0.271618,0.116885,0.061782,0.100812,0.257453,0.115431,0.0659391
506,9.97623,5.11441,2.48498,14.2354,11.91,22.491,23.5853,2.56648,2.32373,4.44636,4.72289,0.122769,0.109096,0.206821,0.220453,0.139204,0.123062,0.23256,0.249118,2.22565,1.22715,2.15705,2.01223,0.711455,0.617979,1.63222,1.24869,0.915343,0.878091,1.70002,1.81605,0.180015,0.162989,0.311824,0.33127,0.0469056,0.0424691,0.0812503,0.086317,0.0484329,0.0414771,0.083727,0.0839846,0.101232,0.0871691,0.197002,0.17636,5.12393,15.6308,8.66305,9.56879,3.23413,8.5566,3.61696,1.9476,0.285827,2.54376,1.33033,1.20516,0.0140572,0.114799,0.0569657,0.0535156,0.764679,6.31866,3.35385,2.97822,0.070228,0.582183,0.351918,0.272131,4.3597,11.5268,6.50648,7.53589,4.32395,11.6893,6.07351,6.05052,1.26206,3.46015,1.47889,0.827053,0.356753,0.953714,0.580547,0.817692,0.403787,1.03167,0.443955,0.234662,0.368799,0.942055,0.412798,0.227808
507,9.67605,3.48005,2.47231,31.4497,24.308,45.4699,46.9319,4.31242,3.94759,7.58735,8.06132,0.220509,0.19265,0.364922,0.387825,0.228304,0.204662,0.389058,0.415993,4.00571,2.20863,3.88225,3.6216,0.619586,0.546191,2.11027,1.10893,1.16098,1.289,2.5477,2.76918,0.302445,0.276858,0.532047,0.565365,0.0788063,0.0721392,0.138632,0.147314,0.112407,0.0962632,0.19432,0.194918,0.178534,0.153746,0.365462,0.311474,12.6259,46.4043,24.5526,24.2882,8.25568,21.9223,9.26515,5.00951,1.9541,17.1003,8.94359,8.07172,0.0838304,0.686463,0.334,0.319383,1.37539,11.3651,6.03241,5.35678,0.297077,2.48338,1.76176,1.16328,9.61703,25.5496,13.6811,14.4862,10.0279,28.2477,14.0929,12.7901,3.25577,9.38681,4.07416,2.39816,0.730738,2.17731,1.211,1.54012,0.818346,2.09085,0.899752,0.475583,0.742433,1.89722,0.830659,0.446353
508,9.69346,3.59687,2.429,28.18,23.7016,45.5388,47.0233,4.89291,4.52614,8.83135,9.2537,0.240871,0.215335,0.415156,0.435727,0.254376,0.230897,0.4473,0.46987,0.537963,0.296617,0.521382,0.486378,0.8623,0.765742,2.59457,1.55505,1.70936,1.69742,3.3546,3.54104,0.3431,0.317386,0.619195,0.648897,0.0893996,0.0826994,0.16134,0.169079,0.0144507,0.0123753,0.0249812,0.0250581,0.0657503,0.0577994,0.174029,0.117283,21.264,106.059,55.9062,52.3406,10.5865,28.3332,12.0487,6.48596,7.44786,65.2576,34.3128,30.8327,0.261412,2.18414,1.06557,1.02127,0.186099,1.53776,0.816223,0.724806,1.26754,10.6603,7.13987,5.0018,12.0492,32.2723,17.133,17.5797,13.3565,41.9272,21.0045,18.5651,4.48594,14.7891,6.6941,4.35402,0.963136,3.46208,1.86286,2.17619,0.114326,0.292101,0.125699,0.066441,0.131017,0.335572,0.1611,0.0962175
509,10.2721,5.5446,2.53566,39.6047,30.7973,58.8709,59.0069,5.44182,4.97639,9.80453,10.0885,0.279166,0.243894,0.475274,0.48743,0.294939,0.263384,0.517347,0.531849,0.29682,0.163658,0.287672,0.268358,1.8852,1.6515,3.78974,3.32955,1.46838,1.61553,3.279,3.44789,0.38167,0.349031,0.68761,0.707582,0.0994496,0.0909449,0.179167,0.184371,0.00587733,0.00503325,0.0101603,0.0101915,0.110654,0.0967883,0.220314,0.195189,23.2182,101.95,53.8837,50.6291,12.245,32.6183,13.9294,7.40641,5.36179,46.815,24.7116,21.9937,0.234124,1.93634,0.998206,0.901223,0.0913939,0.755202,0.40085,0.355955,1.4462,12.0669,6.83647,5.62535,14.9263,39.7839,21.1674,21.4475,16.1834,48.0459,24.04,20.9803,5.13484,15.8182,7.05905,4.32772,1.17732,3.86593,2.21862,2.58486,0.0442184,0.112977,0.0486171,0.0256976,0.0860512,0.220047,0.112055,0.0876597
510,10.2684,5.52434,2.6379,17.0735,13.8794,26.7185,27.0841,2.78116,2.52808,4.96618,5.12249,0.136818,0.120824,0.235424,0.242669,0.153228,0.135902,0.266142,0.274217,2.96809,1.63652,2.87661,2.68348,0.944909,0.823644,1.89675,1.65873,0.908164,0.908167,1.8143,1.89246,0.195082,0.17733,0.348319,0.359313,0.0508314,0.0462057,0.0907595,0.0936241,0.0630805,0.054021,0.109049,0.109384,0.132848,0.114558,0.244053,0.231469,6.63544,22.1281,12.1991,12.8379,3.89278,10.3103,4.40084,2.33918,0.604416,5.2994,2.7977,2.49284,0.0324962,0.265711,0.137649,0.123374,0.914768,7.55887,4.01214,3.56278,0.160917,1.33644,0.75906,0.622375,5.31256,14.0693,7.93441,8.92175,5.3598,14.7479,7.67474,7.40074,1.55715,4.3738,1.90091,1.07573,0.437396,1.22638,0.763509,1.00753,0.482204,1.23202,0.530172,0.280234,0.441258,1.12725,0.492697,0.273383
511,9.69984,3.7322,2.65089,28.4961,23.6258,45.3217,46.7288,5.09602,4.59489,8.93319,9.33437,0.249546,0.217982,0.418798,0.438521,0.269569,0.237407,0.455935,0.479921,0.513076,0.282895,0.497262,0.463877,0.940386,0.813956,2.67576,1.64386,1.82572,1.74652,3.43354,3.60971,0.357327,0.322198,0.626316,0.654538,0.0931067,0.0839534,0.163196,0.170549,0.0124797,0.0106874,0.0215739,0.0216403,0.067484,0.0582638,0.174085,0.117741,21.955,108.105,57.0274,52.9939,10.8273,28.4255,12.1031,6.46862,7.83173,67.0717,35.2923,31.5148,0.283803,2.30901,1.12606,1.0738,0.175401,1.44937,0.769305,0.683143,1.37705,11.3645,7.48118,5.30673,12.3115,32.3484,17.1842,17.4936,13.6811,42.2535,21.1917,18.594,4.59776,14.927,6.77128,4.38667,1.02528,3.60915,1.94693,2.2737,0.112034,0.286244,0.123179,0.0651087,0.130538,0.333007,0.159733,0.096117
512,9.78503,4.58164,2.675,14.0822,11.8633,22.6584,23.5801,2.68714,2.40378,4.63634,4.87077,0.126474,0.111675,0.213719,0.225385,0.147632,0.128934,0.24592,0.260099,3.33292,1.83767,3.23019,3.01333,0.630746,0.543832,1.53699,1.09644,1.00045,0.931959,1.81334,1.91156,0.188471,0.168598,0.32514,0.341629,0.0491089,0.0439306,0.0847198,0.0890164,0.0746252,0.0639077,0.129006,0.129403,0.130524,0.11198,0.250062,0.226482,5.14149,14.6388,8.12561,8.90058,3.51917,9.17688,3.89829,2.08218,0.173645,1.5568,0.820683,0.738373,0.00867909,0.0700906,0.0349953,0.0325343,1.04966,8.67348,4.60376,4.08814,0.039675,0.325452,0.200993,0.151582,4.52991,11.8041,6.63251,7.49975,4.49838,11.8752,6.15072,5.9826,1.35046,3.59768,1.53833,0.840218,0.369996,0.957539,0.583363,0.808057,0.589011,1.50491,0.647604,0.342305,0.531921,1.35861,0.5919,0.321163
513,9.50042,3.6419,2.45305,8.72469,7.55524,14.4174,15.2359,1.73773,1.57567,3.02689,3.22283,0.0802331,0.0721192,0.137623,0.147095,0.0907654,0.0803553,0.15253,0.163528,0.626802,0.3456,0.607483,0.566698,0.269982,0.234147,0.827235,0.475161,0.668872,0.624379,1.20706,1.28815,0.121854,0.110492,0.212229,0.225997,0.0317509,0.0287902,0.0552993,0.0588866,0.0178765,0.0153092,0.0309036,0.0309987,0.0377684,0.0325049,0.0850054,0.0658748,2.57102,6.76733,3.89044,4.63297,1.76788,4.64579,1.96522,1.06308,-0.00786481,-0.0206471,-0.00872419,-0.00472353,0,0,0,0,0.216801,1.79146,0.950881,0.844383,0,0,0,0,2.37454,6.23718,3.60977,4.34431,2.28399,5.9982,3.18288,3.3151,0.666752,1.75633,0.743226,0.402118,0.181509,0.459551,0.286126,0.422886,0.124124,0.317135,0.136472,0.0721351,0.114832,0.293266,0.130273,0.0720591
514,9.34807,4.18937,2.42266,10.4648,8.31362,15.792,16.2564,1.73819,1.53656,2.9702,3.11222,0.0839976,0.072364,0.138347,0.145406,0.0934067,0.0806568,0.153805,0.162624,0.40711,0.224468,0.394562,0.368072,0.352122,0.299937,0.921106,0.604099,0.581175,0.560911,1.1015,1.16545,0.12189,0.107752,0.208253,0.218246,0.0317602,0.0280762,0.0542634,0.0568672,0.0100766,0.00862941,0.0174196,0.0174732,0.0322227,0.0275067,0.0727867,0.0555203,2.6174,8.18473,4.62824,5.10434,1.69922,4.38625,1.8706,0.994871,0.24287,2.06749,1.09102,0.972209,0.00990413,0.0790275,0.0389389,0.0366871,0.136196,1.12541,0.597352,0.530449,0.0479753,0.38909,0.249112,0.181086,2.21184,5.69997,3.31412,3.90946,2.16203,5.75336,3.06936,3.11658,0.646527,1.75615,0.761457,0.427737,0.198262,0.525631,0.324156,0.457447,0.0801974,0.204902,0.0881752,0.0466069,0.0770411,0.196476,0.0886651,0.051022
515,9.44607,2.87997,1.6947,36.8888,29.2995,54.6412,57.8547,5.71537,5.18816,9.85752,10.6979,0.285853,0.248885,0.467327,0.506594,0.290905,0.25765,0.483909,0.528683,0.770377,0.424763,0.746633,0.696505,0.66027,0.573281,2.41801,1.18046,1.79786,1.83995,3.55391,3.92203,0.400733,0.363777,0.6911,0.750103,0.104417,0.0947874,0.180076,0.19545,0.0227778,0.0195066,0.0393766,0.0394978,0.0654183,0.0564517,0.182899,0.115381,27.5837,141.83,73.3717,69.2007,13.5612,35.7397,14.9759,8.24608,11.3953,97.3903,50.5356,46.4427,0.345544,2.80366,1.34285,1.32167,0.253324,2.09326,1.11107,0.986632,1.47297,12.1267,8.77883,5.75945,14.5907,38.4845,19.8177,20.1746,16.5358,52.3759,25.6711,22.7063,5.79383,19.2972,8.66972,5.87618,1.12737,4.09568,2.13255,2.4854,0.121372,0.310103,0.133446,0.0705357,0.137529,0.351077,0.16938,0.0966248
516,9.852,3.96805,2.75689,36.3819,28.2167,52.9937,54.7626,5.72701,5.03077,9.63876,10.174,0.287266,0.242553,0.458208,0.484636,0.31109,0.266981,0.504471,0.537381,2.04373,1.12685,1.98074,1.84776,1.06161,0.897905,2.98618,1.80626,1.82315,1.78796,3.48944,3.73049,0.401624,0.352799,0.675836,0.713489,0.104649,0.0919269,0.176099,0.18591,0.0503023,0.0430781,0.0869588,0.0872264,0.122785,0.104537,0.275201,0.211023,26.7281,129.659,68.085,62.6373,12.8729,33.0666,14.0568,7.48897,9.4963,78.9402,41.4593,36.9128,0.388485,3.08441,1.50252,1.43008,0.729407,6.02721,3.19916,2.84085,1.70245,13.704,9.08649,6.37001,14.6736,37.6797,19.7953,19.7346,16.4584,49.8433,24.8264,21.4398,5.51568,17.561,7.95979,5.15248,1.26665,4.48925,2.39447,2.75695,0.445414,1.13802,0.489722,0.258853,0.429654,1.09529,0.490304,0.271625
