TAZ,access_nearby_sov,access_transit,access_walk,W_NHBW_sov_AM,W_NHBW_sov_MD,W_NHBW_sov_PM,W_NHBW_sov_NT,W_NHBW_hov2_AM,W_NHBW_hov2_MD,W_NHBW_hov2_PM,W_NHBW_hov2_NT,W_NHBW_hov3_AM,W_NHBW_hov3_MD,W_NHBW_hov3_PM,W_NHBW_hov3_NT,W_NHBW_auto_pay_AM,W_NHBW_auto_pay_MD,W_NHBW_auto_pay_PM,W_NHBW_auto_pay_NT,W_NHBW_walkbike_AM,W_NHBW_walkbike_MD,W_NHBW_walkbike_PM,W_NHBW_walkbike_NT,W_NHBW_t_AM,W_NHBW_t_MD,W_NHBW_t_PM,W_NHBW_t_NT,W_NHBO_sov_AM,W_NHBO_sov_MD,W_NHBO_sov_PM,W_NHBO_sov_NT,W_NHBO_hov2_AM,W_NHBO_hov2_MD,W_NHBO_hov2_PM,W_NHBO_hov2_NT,W_NHBO_hov3_AM,W_NHBO_hov3_MD,W_NHBO_hov3_PM,W_NHBO_hov3_NT,W_NHBO_walkbike_AM,W_NHBO_walkbike_MD,W_NHBO_walkbike_PM,W_NHBO_walkbike_NT,W_NHBO_t_AM,W_NHBO_t_MD,W_NHBO_t_PM,W_NHBO_t_NT,N_NHBSHP_sov_AM,N_NHBSHP_sov_MD,N_NHBSHP_sov_PM,N_NHBSHP_sov_NT,N_NHBSHP_hov2_AM,N_NHBSHP_hov2_MD,N_NHBSHP_hov2_PM,N_NHBSHP_hov2_NT,N_NHBSHP_hov3_AM,N_NHBSHP_hov3_MD,N_NHBSHP_hov3_PM,N_NHBSHP_hov3_NT,N_NHBSHP_auto_pay_AM,N_NHBSHP_auto_pay_MD,N_NHBSHP_auto_pay_PM,N_NHBSHP_auto_pay_NT,N_NHBSHP_walkbike_AM,N_NHBSHP_walkbike_MD,N_NHBSHP_walkbike_PM,N_NHBSHP_walkbike_NT,N_NHBSHP_t_AM,N_NHBSHP_t_MD,N_NHBSHP_t_PM,N_NHBSHP_t_NT,N_NHBO_sov_AM,N_NHBO_sov_MD,N_NHBO_sov_PM,N_NHBO_sov_NT,N_NHBO_hov2_AM,N_NHBO_hov2_MD,N_NHBO_hov2_PM,N_NHBO_hov2_NT,N_NHBO_hov3_AM,N_NHBO_hov3_MD,N_NHBO_hov3_PM,N_NHBO_hov3_NT,N_NHBO_auto_pay_AM,N_NHBO_auto_pay_MD,N_NHBO_auto_pay_PM,N_NHBO_auto_pay_NT,N_NHBO_walkbike_AM,N_NHBO_walkbike_MD,N_NHBO_walkbike_PM,N_NHBO_walkbike_NT,N_NHBO_t_AM,N_NHBO_t_MD,N_NHBO_t_PM,N_NHBO_t_NT
101,12.1462,6.22725,3.94661,51.1157,38.03,70.2711,71.4762,5.28821,4.94932,9.60876,10.1112,0.309257,0.265142,0.502496,0.526617,0.272116,0.249331,0.478161,0.506808,5.35592,2.95309,5.19084,4.84234,1.83419,1.64677,4.11597,3.34669,0.789725,1.23025,2.5766,2.8246,0.370965,0.347202,0.673965,0.70932,0.0966601,0.0904683,0.175611,0.184824,0.101417,0.0868515,0.175321,0.175861,0.230811,0.201819,0.450693,0.40932,54.1414,180.42,91.9061,84.254,29.0358,78.2688,33.1626,17.949,3.05506,27.2854,14.3663,12.88,0.199969,1.67399,0.84257,0.77383,2.22757,18.4067,9.77003,8.67578,1.1845,9.97487,5.79476,4.62637,40.7732,109.752,55.377,51.7682,44.3089,123.45,58.9227,47.7861,12.7057,35.819,15.4038,8.73847,2.19613,6.44994,3.57628,4.26229,1.12255,2.8681,1.23422,0.652374,1.09355,2.79892,1.24418,0.712775
102,11.317,6.32431,3.82875,75.7679,54.2099,99.5739,99.1078,5.65482,5.39559,10.5723,11.0413,0.364177,0.308468,0.586711,0.606915,0.291637,0.270967,0.524582,0.55182,0.792509,0.436966,0.768083,0.716515,2.08373,1.8879,4.5789,3.84361,-0.233289,0.689206,1.69486,2.00751,0.396693,0.378517,0.741578,0.774586,0.103364,0.098628,0.193229,0.201829,0.0154076,0.0131948,0.0266355,0.0267174,0.133775,0.120218,0.28467,0.244567,47.7219,137.19,68.6584,62.2408,32.1062,87.9901,37.3336,20.2061,0.51596,5.34933,2.84896,2.60102,0.0418125,0.349244,0.17691,0.161701,0.318918,2.63527,1.39877,1.2421,0.25612,2.16246,1.23946,1.00453,40.4511,110.797,55.4401,50.7386,43.4427,119.847,56.6427,44.8826,13.2755,36.7772,15.6508,8.54983,2.38946,6.38931,3.55763,4.25525,0.155966,0.398489,0.171481,0.0906399,0.262494,0.678041,0.33537,0.241999
103,11.3574,6.1059,3.70809,60.1557,41.4258,74.0011,76.5538,4.9939,4.54146,8.6563,9.29643,0.307879,0.251867,0.467767,0.498318,0.253217,0.225979,0.428511,0.460127,0.812482,0.447978,0.787439,0.734572,1.62259,1.4396,3.40653,2.93353,0.136857,0.794915,1.77255,2.04278,0.350321,0.318585,0.607169,0.652156,0.091281,0.0830118,0.158206,0.169929,0.016299,0.0139582,0.0281765,0.0282632,0.109705,0.0966856,0.222543,0.196789,39.225,112.803,56.8173,53.0319,25.0466,65.9178,27.7815,15.1488,0.947466,8.67908,4.5684,4.14774,0.0631598,0.521859,0.267605,0.241677,0.316441,2.6148,1.3879,1.23245,0.378399,3.16836,1.79727,1.47289,32.4031,85.1191,42.8132,40.5377,34.6568,92.2959,43.7374,35.7695,10.4498,27.9954,11.8642,6.59404,1.85636,4.98009,2.81326,3.39147,0.171363,0.437829,0.18841,0.0995881,0.242399,0.621493,0.298492,0.207336
104,11.28,6.55036,4.04045,13.5398,10.2877,19.1387,19.4734,1.45304,1.37749,2.68903,2.82567,0.0816487,0.0718657,0.137813,0.144003,0.0750593,0.0693709,0.134827,0.141566,0.0126829,0.00699299,0.012292,0.0114668,0.554671,0.506823,1.16153,1.0334,0.239468,0.355438,0.743312,0.811266,0.101938,0.0966394,0.188633,0.198239,0.0265614,0.0251808,0.049151,0.051654,0.00025132,0.000215226,0.000434463,0.000435799,0.0306552,0.0279922,0.0640768,0.0570714,5.47701,15.5411,8.6713,9.83374,2.98289,8.12892,3.44198,1.87235,0.0562574,0.56809,0.302303,0.275518,0.00449158,0.0375415,0.0195641,0.0173754,0.00503023,0.0415656,0.0220624,0.0195914,0.0274688,0.233402,0.130476,0.108436,4.67338,12.6905,7.14196,8.26252,4.65058,12.7246,6.59144,6.56531,1.23256,3.39778,1.44282,0.79354,0.333969,0.88361,0.570424,0.806555,0.00264498,0.00675785,0.00290809,0.00153713,0.0174618,0.0455758,0.0274452,0.0295949
105,12.0805,6.01105,3.85383,13.9645,10.5551,19.6138,20.0524,1.63123,1.50958,2.933,3.07989,0.0890862,0.0772983,0.147514,0.154548,0.0841794,0.076304,0.146881,0.155013,4.06084,2.23902,3.93568,3.67144,0.514905,0.46078,1.14077,0.936411,0.331576,0.426289,0.87591,0.944488,0.114433,0.105901,0.205731,0.216064,0.0298171,0.0275939,0.0536062,0.0562986,0.0779471,0.0667525,0.134749,0.135164,0.128464,0.111099,0.235785,0.225144,7.69048,21.0586,11.6631,12.9233,3.87377,10.3367,4.38498,2.36666,0.0408814,0.442402,0.237483,0.216879,0.00782547,0.0649653,0.0342245,0.0299435,1.68498,13.9233,7.39027,6.56256,0.0173867,0.146115,0.0842228,0.0678139,6.44587,17.1396,9.55021,10.7361,6.49352,17.3583,8.91512,8.62095,1.65647,4.45432,1.89341,1.02905,0.408009,1.07795,0.678225,0.949111,0.868872,2.21994,0.955304,0.504946,0.781466,1.99711,0.867777,0.47243
106,11.2566,6.01689,3.82936,6.76132,5.93501,11.3745,11.9677,1.29718,1.20687,2.33901,2.47861,0.0647638,0.0583123,0.111779,0.118567,0.0662496,0.0602172,0.115844,0.123079,0.0228244,0.0125847,0.0221209,0.0206358,0.409268,0.368497,0.885696,0.753076,0.486865,0.469585,0.917968,0.974706,0.0909938,0.0846614,0.164061,0.173875,0.0237097,0.0220597,0.0427484,0.0453056,0.000458574,0.000392715,0.000792747,0.000795186,0.0229706,0.0206564,0.0494538,0.0422047,4.60634,12.9944,7.3071,8.39913,2.44016,6.54538,2.76862,1.50999,0.0632004,0.606973,0.321717,0.29283,0.00450208,0.0373317,0.0191884,0.0173392,0.00906244,0.0748844,0.0397475,0.0352958,0.0260753,0.219311,0.124548,0.102184,3.90763,10.4378,5.93109,6.9861,3.86074,10.4105,5.43449,5.51594,1.01039,2.74778,1.16697,0.645279,0.27378,0.719849,0.461747,0.665227,0.0047467,0.0121277,0.00521888,0.00275855,0.01565,0.0403934,0.0234928,0.0234003
107,10.9043,6.59588,3.78545,15.0565,11.4919,21.4686,21.6996,1.65416,1.56588,3.067,3.19628,0.092379,0.0813901,0.156444,0.162409,0.0854602,0.0790631,0.153781,0.160633,0.0237954,0.0131201,0.023062,0.0215137,0.668602,0.603835,1.40762,1.22592,0.290851,0.414391,0.866597,0.934445,0.116047,0.109856,0.215143,0.22424,0.0302378,0.0286245,0.0560585,0.0584289,0.000467128,0.000400041,0.000807536,0.00081002,0.0371632,0.0335351,0.0780141,0.0680808,6.28721,17.7639,9.80128,10.6945,3.7797,10.2791,4.37479,2.35408,0.0635587,0.653701,0.349429,0.31693,0.00533924,0.0447403,0.0230084,0.0206726,0.00957131,0.0790893,0.0419794,0.0372777,0.0336599,0.284392,0.161093,0.131827,5.44472,14.7608,8.20134,9.11055,5.47286,14.9418,7.66324,7.31787,1.53008,4.20515,1.79473,0.975192,0.409749,1.08533,0.682468,0.948563,0.00473408,0.0120954,0.00520501,0.00275122,0.0238774,0.0619398,0.0367096,0.0374189
108,11.6706,6.16083,3.87721,41.5999,30.075,55.4278,55.2619,3.36534,3.20162,6.27928,6.53823,0.206484,0.177124,0.338212,0.349659,0.173981,0.161487,0.312808,0.328306,0.0135624,0.00747788,0.0131443,0.0122619,1.17105,1.06802,2.65082,2.17167,0.0358301,0.514101,1.1938,1.36135,0.236073,0.224596,0.440435,0.458664,0.0615123,0.0585216,0.114762,0.119511,0.000261631,0.000224056,0.000452287,0.000453679,0.0643746,0.0586925,0.14554,0.11934,22.0103,60.5703,31.5165,31.0555,13.4054,36.6192,15.5682,8.39227,-0.0166759,0.180412,0.109989,0.119911,0.00236575,0.0199143,0.0100663,0.00921803,0.00543019,0.0448705,0.0238166,0.0211492,0.0140155,0.11921,0.068949,0.0553406,18.8035,51.2759,26.7805,26.6337,19.7071,53.8565,26.2689,22.4466,5.62099,15.4133,6.55727,3.54031,1.10022,2.88477,1.68917,2.19989,0.00262264,0.00670077,0.00288353,0.00152415,0.0561767,0.147263,0.0862215,0.0802247
109,11.3433,6.34753,3.80322,54.683,36.6746,65.2483,66.5809,3.5511,3.2794,6.28745,6.7289,0.241836,0.194747,0.362048,0.381872,0.180166,0.163114,0.311755,0.332969,0.616314,0.339817,0.597318,0.557215,1.23934,1.11387,2.54111,2.2741,-0.507154,0.230223,0.702132,0.910238,0.249119,0.230061,0.441038,0.472059,0.0649116,0.0599456,0.114919,0.123002,0.0123403,0.010568,0.021333,0.0213986,0.0836528,0.0745106,0.166412,0.151895,22.6361,66.1246,34.1064,33.6639,13.7976,36.7834,15.4911,8.474,0.572568,5.28309,2.78154,2.52602,0.0381086,0.317701,0.164414,0.147167,0.234098,1.93439,1.02675,0.91175,0.234364,1.98102,1.11123,0.921574,18.6978,49.7367,25.7177,25.9467,19.6622,53.064,25.6619,22.2441,5.7573,15.6488,6.62937,3.70221,1.11977,3.03223,1.78042,2.25019,0.131177,0.335155,0.144226,0.0762339,0.169807,0.436426,0.208342,0.146903
110,11.0772,6.64887,4.09372,13.3459,11.0789,20.9705,21.7482,2.0116,1.91133,3.71646,3.92727,0.105491,0.0953283,0.182912,0.192882,0.103456,0.0958172,0.185298,0.195939,0.0864126,0.0476453,0.0837492,0.0781265,0.794168,0.725868,1.66325,1.483,0.60773,0.656738,1.30805,1.39968,0.141124,0.134092,0.260705,0.275525,0.0367719,0.0349396,0.0679305,0.071792,0.00171008,0.00146448,0.00295625,0.00296535,0.0456292,0.0415782,0.094758,0.0849127,8.70106,25.8085,13.9685,15.0436,5.06355,13.8224,5.84008,3.18834,0.211509,1.98809,1.04882,0.951813,0.0151042,0.125974,0.0651904,0.0583889,0.033977,0.280757,0.149022,0.132332,0.0946156,0.803229,0.450011,0.3737,7.3119,19.9061,10.8705,12.0511,7.42622,20.4953,10.3512,9.84512,2.08092,5.79519,2.4629,1.37231,0.519437,1.40545,0.873947,1.19668,0.018439,0.0471113,0.0202733,0.0107159,0.0406821,0.105556,0.0571433,0.0522744
111,11.5109,5.65843,3.85501,26.1416,19.9623,37.2482,38.0154,3.04547,2.84794,5.54703,5.82557,0.170555,0.148112,0.28212,0.295883,0.155508,0.142673,0.27375,0.290495,0.418976,0.231011,0.406062,0.3788,0.880775,0.785381,2.12613,1.59944,0.623389,0.806851,1.65901,1.79131,0.213615,0.199768,0.389032,0.408637,0.0556605,0.0520523,0.101368,0.106476,0.00813109,0.00696332,0.0140564,0.0140997,0.0586281,0.0519089,0.134355,0.105609,19.2326,59.8402,31.4287,30.969,10.9421,29.4351,12.4899,6.76049,0.799681,7.2268,3.81283,3.42547,0.0505866,0.426153,0.211921,0.197379,0.169538,1.40092,0.743588,0.660306,0.284806,2.39483,1.42554,1.11293,15.3733,41.2549,21.7316,22.1165,16.1467,44.3649,21.817,19.0715,4.62321,12.8364,5.50567,3.08054,0.935919,2.62742,1.51121,1.96656,0.0861595,0.220135,0.0947303,0.0500717,0.11727,0.301176,0.14882,0.103584
112,12.0798,6.03289,3.90488,51.397,36.4283,66.5938,66.9433,4.14524,3.87896,7.54758,7.91797,0.260305,0.217935,0.412108,0.428941,0.214046,0.195964,0.377081,0.39826,1.63217,0.899927,1.58186,1.47566,1.36305,1.22998,3.11102,2.5001,0.0415155,0.626756,1.44263,1.65338,0.290779,0.272107,0.529384,0.555446,0.0757667,0.0709015,0.137938,0.144729,0.0312785,0.0267864,0.0540719,0.0542383,0.114788,0.101731,0.239707,0.206514,33.9945,99.8153,51.2791,48.8008,19.2755,51.9296,22.0294,11.9,0.696264,6.51132,3.44732,3.10206,0.0644008,0.538499,0.277208,0.248886,0.663254,5.48057,2.90901,2.5832,0.270399,2.28402,1.32429,1.05986,27.5919,74.2081,38.1268,36.9019,29.3846,80.0836,38.6149,32.1997,8.29146,22.7463,9.70437,5.33948,1.5297,4.20731,2.41281,3.00599,0.327544,0.836868,0.360127,0.190353,0.358916,0.9207,0.424265,0.264691
113,11.3347,5.72108,3.8334,14.028,11.0244,20.7208,21.3078,1.87947,1.74595,3.40156,3.57385,0.100278,0.0879942,0.168626,0.176941,0.0957711,0.0872593,0.168471,0.177792,0.81049,0.44688,0.785509,0.732772,0.53943,0.482367,1.22,0.983257,0.489916,0.55529,1.12255,1.19939,0.131835,0.122472,0.238579,0.250696,0.0343515,0.0319119,0.0621652,0.0653225,0.0155952,0.0133555,0.0269598,0.0270428,0.0495673,0.0435646,0.101409,0.0885691,8.40466,24.2592,13.2267,14.1635,4.69819,12.5767,5.34018,2.89003,0.176503,1.64194,0.870779,0.78476,0.0137664,0.115002,0.0593895,0.0532274,0.338084,2.79364,1.48282,1.31675,0.0651484,0.547228,0.315069,0.254528,7.01889,18.7226,10.2973,11.3357,7.12641,19.2559,9.78707,9.24594,1.95592,5.33044,2.27608,1.25504,0.464546,1.25241,0.773546,1.05778,0.174943,0.446976,0.192346,0.101669,0.173466,0.443824,0.200325,0.121014
114,12.0282,6.37616,3.93269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,11.268,5.9645,3.85651,31.3459,22.7245,41.7021,42.5263,2.92869,2.73416,5.31383,5.61271,0.171939,0.146818,0.279043,0.292821,0.149342,0.136702,0.264197,0.279303,2.28111,1.25774,2.21081,2.06238,0.916316,0.817621,1.96624,1.67127,0.27889,0.590176,1.27539,1.41951,0.205443,0.191802,0.372726,0.393739,0.0535311,0.0499769,0.0971191,0.102594,0.0457251,0.0391582,0.079046,0.0792893,0.10895,0.0951022,0.209244,0.193427,15.768,43.2916,22.7956,23.3936,9.76675,26.2549,11.113,6.05372,0.0622978,0.780257,0.421776,0.393459,0.00816208,0.0683274,0.0357283,0.0315019,0.899268,7.43079,3.94416,3.50241,0.0348574,0.292306,0.165927,0.136234,13.53,36.2775,19.1945,19.9509,13.9972,37.6941,18.5501,16.5367,4.03179,10.9037,4.62118,2.53084,0.851718,2.24293,1.35468,1.78892,0.482502,1.23278,0.5305,0.280407,0.463399,1.18525,0.525661,0.304513
116,10.7297,6.76247,3.91676,10.5774,8.74395,16.5742,17.076,1.55412,1.48069,2.8896,3.0354,0.0811762,0.0736593,0.142003,0.14878,0.0803049,0.0744753,0.145103,0.151897,0.123505,0.0680969,0.119698,0.111662,0.65617,0.60351,1.34173,1.22916,0.454738,0.499845,1.00176,1.067,0.109034,0.103882,0.202709,0.212958,0.0284103,0.0270679,0.0528188,0.0554893,0.00239623,0.00205209,0.00414243,0.00415517,0.0389658,0.0356433,0.0787021,0.0725627,5.45961,15.8567,8.77835,9.75146,3.26953,8.94933,3.79583,2.05867,0.097914,0.946844,0.502808,0.45456,0.00803119,0.066893,0.0351355,0.0308951,0.0506312,0.418373,0.222067,0.197195,0.0477708,0.407055,0.225711,0.188978,4.70842,12.8491,7.18071,8.17391,4.7029,12.9642,6.67884,6.53566,1.31546,3.65692,1.5574,0.857793,0.37376,0.999639,0.64169,0.888804,0.0264001,0.0674516,0.0290263,0.0153425,0.0410081,0.106096,0.0545517,0.0465711
117,11.5119,6.42873,3.89063,22.2186,16.4299,30.2926,30.6421,2.15238,2.02599,3.94469,4.13365,0.125515,0.108261,0.206236,0.214822,0.111779,0.1025,0.197826,0.208194,0.0692458,0.0381801,0.0671116,0.0626058,0.819588,0.744072,1.74493,1.51096,0.246156,0.457732,0.979885,1.07921,0.150994,0.142129,0.276699,0.289989,0.0393437,0.0370338,0.0720979,0.0755608,0.00133967,0.00114727,0.00231593,0.00232305,0.0465426,0.0421654,0.0984008,0.085615,10.8301,31.7735,17.1137,17.9145,6.07391,16.4626,6.98496,3.76924,0.227128,2.13246,1.12859,1.01589,0.0167454,0.138875,0.0709939,0.0642123,0.0279332,0.230817,0.122514,0.108793,0.101349,0.85855,0.487078,0.398159,9.00197,24.3338,13.1982,14.1744,9.23584,25.2914,12.7156,11.7199,2.54284,7.02297,2.99665,1.64775,0.597924,1.60229,0.978146,1.32358,0.0133348,0.03407,0.0146613,0.00774952,0.0398186,0.103255,0.0576095,0.0535662
118,11.1619,5.42212,3.76542,17.4384,13.4101,25.1224,25.5932,2.11278,1.9693,3.84505,4.02122,0.115818,0.101006,0.193701,0.201966,0.108041,0.0986344,0.190909,0.200503,4.96156,2.73565,4.80863,4.48579,0.547683,0.494667,1.29858,1.0062,0.46553,0.576501,1.18176,1.26693,0.148202,0.138141,0.269689,0.282079,0.0386161,0.0359945,0.0702712,0.0734998,0.0968514,0.0829419,0.167429,0.167944,0.154584,0.133785,0.28647,0.271145,9.72186,28.1765,15.2051,15.9227,5.73099,15.3885,6.53645,3.52695,0.218742,2.03692,1.08149,0.970055,0.0275868,0.23028,0.121079,0.106203,2.01739,16.67,8.84822,7.85722,0.0700937,0.59226,0.34466,0.275032,8.1758,21.8862,11.8939,12.7787,8.35816,22.6575,11.4053,10.5096,2.36091,6.45304,2.75611,1.5147,0.565478,1.5658,0.947994,1.25018,1.05412,2.69325,1.15898,0.612603,0.950547,2.42969,1.05591,0.573716
119,11.2773,6.14813,3.87953,8.26102,6.89702,13.0772,13.6592,1.34503,1.25528,2.43496,2.57962,0.0672197,0.0607173,0.11659,0.123552,0.0686386,0.0627112,0.121184,0.128227,1.17937,0.65027,1.14302,1.06628,0.435891,0.394964,0.918495,0.808495,0.438553,0.449967,0.889728,0.95032,0.0943563,0.0880612,0.170801,0.180969,0.0245859,0.0229456,0.0445047,0.0471542,0.0237006,0.0202968,0.0409718,0.0410979,0.0543358,0.0477175,0.102952,0.0970993,4.81616,13.3098,7.47698,8.63816,2.58946,6.96234,2.94351,1.60628,0.0326259,0.346513,0.185204,0.170259,0.00403686,0.0335807,0.0177378,0.0154304,0.452537,3.73939,1.98481,1.76251,0.0147043,0.124274,0.0698123,0.0580279,4.12998,11.0591,6.26304,7.35894,4.0819,10.9948,5.72297,5.79476,1.06992,2.90122,1.22899,0.676139,0.292162,0.768559,0.4969,0.709943,0.249706,0.637991,0.274545,0.145117,0.231897,0.593082,0.261385,0.149851
120,11.372,5.57976,3.80308,13.8402,10.7205,20.058,20.5474,1.71498,1.60111,3.11514,3.27637,0.0930486,0.081537,0.155504,0.163548,0.087533,0.0800589,0.153342,0.163074,0.0765503,0.0422075,0.0741909,0.0692099,0.47384,0.428066,1.17797,0.872286,0.394391,0.478436,0.974309,1.04866,0.120292,0.112309,0.218474,0.229821,0.0313439,0.0292637,0.0569264,0.0598832,0.00149279,0.0012784,0.00258062,0.00258856,0.0278326,0.0250536,0.0677372,0.0510314,7.41729,21.3847,11.7246,12.698,4.0829,10.9729,4.65466,2.52088,0.141764,1.33212,0.704828,0.637123,0.00945556,0.0791663,0.0392487,0.0366851,0.0300193,0.248054,0.131664,0.116917,0.0522386,0.441744,0.26436,0.205386,6.20433,16.6147,9.18991,10.2296,6.27287,17.004,8.67974,8.29755,1.70202,4.65288,1.98522,1.09372,0.406055,1.08713,0.657603,0.93056,0.0154712,0.0395285,0.0170102,0.00899111,0.0305305,0.0788161,0.0433657,0.0357794
121,11.1364,5.92077,3.74045,9.17206,7.35815,13.8906,14.246,1.28446,1.20089,2.34102,2.45199,0.0669719,0.059641,0.114453,0.11994,0.066174,0.0604929,0.116432,0.122951,0.00978896,0.00539734,0.00948725,0.00885029,0.411946,0.373505,0.952044,0.759756,0.354949,0.392789,0.790777,0.840938,0.0900996,0.0842393,0.164193,0.172002,0.0234767,0.0219498,0.0427827,0.0448177,0.000188335,0.000161287,0.000325579,0.000326581,0.0227693,0.0206324,0.0524808,0.041967,4.5057,12.7216,7.15629,8.08876,2.47367,6.66242,2.83055,1.52705,0.0584433,0.569815,0.302786,0.274044,0.00428661,0.0357502,0.0180405,0.0165485,0.00384845,0.0318004,0.0168792,0.0149887,0.0249204,0.211127,0.122737,0.0980474,3.85203,10.331,5.86491,6.7794,3.81847,10.333,5.39413,5.37405,1.0152,2.76989,1.18153,0.64542,0.279415,0.736907,0.462559,0.666661,0.00185911,0.00474999,0.00204405,0.00108043,0.0136601,0.0355093,0.022121,0.0226411
122,10.6964,6.50915,3.68221,16.2307,12.233,22.7093,22.9796,1.64131,1.56771,3.0635,3.21074,0.0940922,0.0828267,0.158867,0.165309,0.0846579,0.0789001,0.153833,0.160769,0.0250827,0.0138299,0.0243096,0.0226775,0.650056,0.590586,1.32889,1.20194,0.223035,0.377843,0.800592,0.878484,0.115147,0.109985,0.214906,0.225256,0.0300031,0.0286582,0.0559967,0.0586936,0.000521164,0.000446316,0.000900948,0.00090372,0.0362185,0.0328702,0.0738287,0.0668902,5.85895,16.7407,9.24704,10.1933,3.60277,9.883,4.20013,2.27112,0.0666101,0.6818,0.364112,0.330701,0.00536926,0.0452129,0.0235647,0.0209288,0.0100132,0.0827407,0.0439176,0.0389988,0.0336741,0.284905,0.159045,0.132304,5.10229,13.9565,7.76885,8.72795,5.11072,14.0815,7.23293,6.98474,1.44461,4.00753,1.70779,0.933296,0.394474,1.05289,0.670421,0.92795,0.00513061,0.0131086,0.00564098,0.00298166,0.0232903,0.0605803,0.0352368,0.0362428
123,11.3588,6.30159,3.99591,46.7777,33.4487,60.7615,62.271,4.07103,3.80853,7.33335,7.83374,0.244387,0.207479,0.390319,0.413584,0.206089,0.188949,0.361493,0.38673,0.21656,0.119405,0.209885,0.195794,1.4032,1.26632,2.98158,2.59308,0.223784,0.730159,1.59623,1.83151,0.285586,0.267177,0.514388,0.549561,0.0744134,0.0696168,0.134031,0.143196,0.00437044,0.00374277,0.00755529,0.00757854,0.0823571,0.0740642,0.172768,0.151553,27.0669,76.4174,39.1123,38.3778,17.0063,45.8285,19.3082,10.5815,0.302502,3.05149,1.615,1.48748,0.0221756,0.18542,0.0947927,0.0861648,0.0810115,0.669411,0.355314,0.315519,0.135858,1.1458,0.649755,0.534525,22.8208,61.3749,31.5135,31.3953,24.0303,65.1262,31.3024,26.798,7.07836,19.2756,8.14434,4.51003,1.32152,3.5175,2.04349,2.61002,0.0465335,0.118892,0.0511625,0.027043,0.105792,0.273751,0.142528,0.116987
124,10.923,6.80629,4.15618,8.28959,6.33938,11.741,12.0597,0.905649,0.862475,1.67266,1.77569,0.0501623,0.0445825,0.0850022,0.0898189,0.0466519,0.0433293,0.0835058,0.0887615,0.00190548,0.00105063,0.00184675,0.00172277,0.368952,0.335034,0.756756,0.685725,0.156147,0.227209,0.469917,0.517884,0.0635383,0.0605105,0.117339,0.124582,0.0165558,0.0157669,0.0305744,0.0324615,3.80087e-05,3.255e-05,6.57065e-05,6.59086e-05,0.0202248,0.018363,0.0414672,0.0375832,2.44362,6.89831,4.01765,4.9513,1.25527,3.43296,1.44786,0.793377,0.0214614,0.221052,0.117126,0.108022,0.00174093,0.0145603,0.00751197,0.00675912,0.000731539,0.00604482,0.0032085,0.00284915,0.0110304,0.093205,0.0520216,0.0434329,2.12104,5.77521,3.39904,4.27072,2.03106,5.56681,2.99945,3.27424,0.50982,1.40934,0.595936,0.329862,0.171684,0.452839,0.302005,0.454623,0.000416776,0.00106485,0.000458235,0.00024221,0.00796308,0.02071,0.013501,0.0163046
125,10.6438,6.49429,3.96804,15.6675,11.8512,21.9437,22.3661,1.6159,1.54207,2.99825,3.16786,0.0917118,0.0809274,0.154508,0.162192,0.0833334,0.0775244,0.150087,0.158382,1.74023,0.959509,1.68659,1.57336,0.621256,0.565543,1.30629,1.15399,0.234609,0.380408,0.797307,0.881468,0.113366,0.108188,0.210328,0.222251,0.0295392,0.02819,0.054804,0.0579108,0.0342696,0.0293479,0.0592427,0.059425,0.0780732,0.0686931,0.147671,0.139577,5.48374,15.2405,8.45007,9.51329,3.41782,9.36586,3.97099,2.15852,0.0125931,0.198853,0.108854,0.103152,0.00325339,0.0271329,0.0143997,0.0124147,0.694534,5.73905,3.0462,2.70503,0.00995866,0.0843635,0.0474189,0.0392612,4.85035,13.2553,7.39287,8.4181,4.83218,13.2493,6.81143,6.67123,1.36185,3.75355,1.59263,0.869458,0.392485,1.03429,0.662651,0.929495,0.384685,0.98286,0.422952,0.22356,0.356148,0.910991,0.400832,0.228281
126,11.3178,6.10557,3.75243,23.8704,19.9391,38.2,38.9994,3.72092,3.51851,6.91424,7.17661,0.201193,0.178699,0.345275,0.357569,0.192775,0.177779,0.346172,0.360802,3.19769,1.76311,3.09913,2.89106,1.31415,1.21138,2.91923,2.46119,1.17532,1.23894,2.48747,2.6076,0.261018,0.246819,0.484971,0.503436,0.068012,0.0643123,0.126366,0.131178,0.0608962,0.0521505,0.105273,0.105597,0.150229,0.133354,0.295108,0.270477,26.2996,86.9043,45.2738,42.7257,15.5744,42.3894,18.0962,9.70273,1.58496,14.3037,7.58457,6.74967,0.124063,1.03609,0.53442,0.479197,1.29151,10.6719,5.6645,5.03008,0.619958,5.29882,3.02729,2.45973,20.6466,56.1105,29.1647,28.3375,22.0033,61.6954,30.1298,25.2447,6.52752,18.5318,8.02001,4.49414,1.36957,4.01737,2.3069,2.79149,0.586783,1.49921,0.645154,0.34101,0.58059,1.48848,0.665501,0.3914
