origin_dist,dest_dist,obs,gan,diff,pct_diff
13,8,102,117.132935,15.1329345703125,0.14836210363051472
13,9,35,53.238297,18.238296508789062,0.5210941859654018
13,10,1,9.22011,8.220109939575195,8.220109939575195
13,12,13,2.6070297,-10.392970323562622,-0.7994592556586633
13,13,17,14.253589,-2.7464113235473633,-0.16155360726749196
13,14,29,5.360582,-23.639418125152588,-0.8151523491431927
13,15,7,13.676196,6.676196098327637,0.9537422997610909
13,16,2,6.129908,4.129908084869385,2.0649540424346924
13,23,5,2.74791,-2.2520899772644043,-0.45041799545288086
13,24,8,5.840498,-2.1595020294189453,-0.26993775367736816
13,25,6,24.376005,18.376005172729492,3.0626675287882485
13,27,5,1.9442061,-3.055793881416321,-0.6111587762832642
14,1,52,25.202303,-26.797697067260742,-0.5153403282165527
14,2,6,5.6621146,-0.33788537979125977,-0.05631422996520996
14,3,32,37.36826,5.368259429931641,0.16775810718536377
14,4,2,2.2082777,0.20827770233154297,0.10413885116577148
14,5,66,46.75366,-19.246341705322266,-0.2916112379594283
14,6,4,1.1020705,-2.897929549217224,-0.724482387304306
14,7,14,7.591885,-6.408114910125732,-0.45772249358040945
14,8,18,7.049951,-10.950048923492432,-0.6083360513051351
14,9,56,28.344168,-27.655832290649414,-0.493854148047311
14,10,8,11.202081,3.202080726623535,0.4002600908279419
14,11,6,3.6414769,-2.35852313041687,-0.3930871884028117
14,12,145,186.98344,41.98344421386719,0.2895409945783944
14,13,3,1.6838499,-1.3161500692367554,-0.43871668974558514
14,14,327,483.3183,156.31829833984375,0.47803760960196867
14,15,15,17.46419,2.4641895294189453,0.16427930196126303
14,21,1,1.6602717e-05,-0.9999833972833585,-0.9999833972833585
14,23,11,4.2996426,-6.700357437133789,-0.609123403375799
14,24,39,23.828896,-15.171104431152344,-0.389002677721855
14,25,75,103.20831,28.20831298828125,0.37611083984375
14,26,4,1.8038975,-2.196102499961853,-0.5490256249904633
14,27,222,104.20225,-117.7977523803711,-0.5306205062178878
15,1,26,12.3212805,-13.678719520568848,-0.5261045969449557
15,2,2,1.1779093,-0.822090744972229,-0.4110453724861145
15,3,44,35.232372,-8.767627716064453,-0.1992642662741921
15,4,2,1.9052281,-0.0947718620300293,-0.04738593101501465
15,5,13,5.40451,-7.595489978790283,-0.5842684599069449
15,6,6,1.3817914,-4.618208646774292,-0.7697014411290487
15,7,9,2.7937193,-6.206280708312988,-0.6895867453681098
15,8,5,3.7481625,-1.2518374919891357,-0.2503674983978271
15,9,240,196.58527,-43.41473388671875,-0.1808947245279948
15,10,1,0.9322288,-0.06777119636535645,-0.06777119636535645
15,11,1,1.638029,0.6380289793014526,0.6380289793014526
15,12,2,2.097346,0.09734606742858887,0.048673033714294434
15,13,2,0.41110745,-1.588892549276352,-0.794446274638176
15,14,4,1.2121632,-2.787836790084839,-0.6969591975212097
15,15,283,370.32065,87.32064819335938,0.30855352718501544
15,18,1,0.35659435,-0.6434056460857391,-0.6434056460857391
15,23,86,85.352356,-0.64764404296875,-0.007530744685683139
15,24,6,6.5424027,0.5424027442932129,0.09040045738220215
15,25,2,5.1571016,3.157101631164551,1.5785508155822754
15,27,3,0.79719234,-2.202807664871216,-0.7342692216237386
16,1,22,8.551158,-13.44884204864502,-0.6113110022111372
16,2,3,6.1043215,3.1043214797973633,1.034773826599121
16,3,34,36.03264,2.0326385498046875,0.0597834867589614
16,4,6,2.4727645,-3.527235507965088,-0.587872584660848
16,5,28,19.735191,-8.264808654785156,-0.29517173767089844
16,6,4,0.5493734,-3.4506266117095947,-0.8626566529273987
16,7,10,3.203494,-6.796505928039551,-0.6796505928039551
16,8,12,5.795019,-6.204980850219727,-0.5170817375183105
16,9,43,39.806557,-3.1934432983398438,-0.07426612321720567
16,10,24,119.9418,95.94180297851562,3.997575124104818
16,12,7,7.199782,0.1997818946838379,0.0285402706691197
16,14,7,12.737545,5.737545013427734,0.8196492876325335
16,15,8,8.617661,0.6176614761352539,0.07720768451690674
16,16,251,254.64847,3.648468017578125,0.01453572915369771
16,18,1,0.1110864,-0.8889136016368866,-0.8889136016368866
16,23,14,2.0964608,-11.903539180755615,-0.850252798625401
16,24,13,14.996277,1.99627685546875,0.15355975811298078
16,25,11,30.923914,19.923913955688477,1.8112649050625889
16,26,89,3.6811795,-85.31882047653198,-0.9586384323205841
16,27,3,1.8183293,-1.1816706657409668,-0.3938902219136556
16,28,3,11.743467,8.743467330932617,2.9144891103108725
17,1,1,0.73672706,-0.2632729411125183,-0.2632729411125183
17,3,5,3.2600644,-1.7399356365203857,-0.34798712730407716
17,9,14,5.1763535,-8.823646545410156,-0.6302604675292969
17,12,1,0.39640352,-0.6035964787006378,-0.6035964787006378
17,14,1,0.18790153,-0.8120984733104706,-0.8120984733104706
17,15,22,29.513054,7.513053894042969,0.34150244972922583
17,22,2,0.02198651,-1.97801348939538,-0.98900674469769
17,23,5,6.860817,1.8608169555664062,0.37216339111328123
18,1,6,1.4108759,-4.589124083518982,-0.7648540139198303
18,3,5,7.4401045,2.4401044845581055,0.4880208969116211
18,7,3,0.55480385,-2.4451961517333984,-0.8150653839111328
