"TAZ","access_general_sov_attr","access_nearby_sov_attr","access_walk_attr","access_transit_attr","access_employment_sov_attr","access_general_sov","access_nearby_sov","access_walk","access_transit","access_employment_sov"
1677,1.9,0.5,0.00384459,1.9,0.00,10.7961,8.44003,0.644045,0.00,10.5103
1678,2374.80,530.2,0.940561,2374.80,142,10.6718,6.55651,0.00,0.00,10.4947
1679,82.1,19.9,0.129604,82.1,6,10.2598,5.9434,0.00,0.00,10.2616
1680,1028.70,248.9,1.39387,1028.70,41,10.7359,7.0853,0.00,0.00,10.5044
1681,582.5,153,1.18616,582.5,1,10.487,6.41529,0.00,0.00,10.3768
1682,388.4,94,0.472647,388.4,12,10.3017,6.23074,0.00,0.00,10.263
1683,0.00,0.00,0.00,0.00,0.00,10.0704,5.72438,0.00,0.00,10.1444
1684,1043.30,273.7,2.15136,1043.30,3,10.383,6.68713,0.586026,0.00,10.2619
1685,1650.70,303,2.23686,1650.70,77,10.5913,6.90597,0.317462,0.00,10.407
1686,147.8,30.8,0.00739755,147.8,19,9.93244,6.00863,0.00,0.00,9.97966
1687,389.2,98.4,0.717449,389.2,14,10.4697,6.78507,0.0606851,0.00,10.3396
1688,570.4,148.4,1.12862,570.4,6,10.4874,6.80037,0.0789563,0.00,10.347
1689,345.4,88.4,0.640217,345.4,5,10.6188,6.64508,0.00,0.00,10.449
1690,1413.20,334.5,2.2329,1413.20,120,10.3933,6.64517,0.304031,0.00,10.2783
1691,4258.70,633.4,5.1661,4258.70,135,10.2403,6.53024,0.402824,0.00,10.1647
1692,0.00,0.00,0.00,0.00,0.00,10.3343,6.49156,0.00,0.00,10.2382
1701,9380.20,2021.50,0.1018,9380.20,1377.00,12.6017,10.1603,1.32013,3.27502,11.4926
1702,1030.70,262,1.93642,1030.70,29,11.9009,8.91885,1.49288,0.446604,11.1695
1703,823.5,212.3,1.57056,823.5,16,11.9396,8.53252,1.22627,0.755584,11.214
1704,837.8,216.9,1.61173,837.8,9,12.1909,9.06424,1.29347,2.68358,11.3198
1705,9990.40,2045.00,3.58272,9990.40,737,12.3335,9.51798,1.67488,3.10017,11.3817
1706,2767.60,347.7,2.79299,2767.60,125,11.8916,8.83368,1.39265,0.499543,11.175
1707,1854.60,142,1.55563,1854.60,47,11.9141,8.46717,1.16637,0.176623,11.2074
1708,798.1,208,1.63289,798.1,7,11.8596,8.44694,1.20197,0.00,11.1681
1709,1715.20,420.5,2.66477,1715.20,73,12.1392,9.12172,1.59541,1.93576,11.2743
1710,19777.40,4193.60,0.0462827,19777.40,3566.00,12.3017,9.45987,0.530138,2.60031,11.3381
1711,471.7,120.3,0.852395,471.7,14,11.9241,8.5914,1.2768,0.743007,11.1816
1712,576.7,151.2,1.1631,576.7,2,11.8463,8.41693,1.09365,0.00,11.162
1713,841.2,216.7,1.62167,841.2,13,12.1129,9.11769,1.56727,1.80768,11.262
1714,396.9,103,0.825405,396.9,5,11.9051,8.52034,0.934706,0.220003,11.1727
1715,498.6,123.6,0.846297,498.6,27,11.977,8.73397,1.31909,1.16071,11.2063
1716,622.9,151.4,0.925127,622.9,43,12.2611,9.32418,1.14984,2.44606,11.3242
1717,801.4,202.4,1.467,801.4,30,12.0079,8.76251,1.192,1.26317,11.2217
1718,577.8,151.2,1.17734,577.8,3,12.0163,8.76554,1.29704,0.659566,11.221
1719,1133.60,295,2.22877,1133.60,12,11.8571,8.52709,1.21293,0.00,11.1352
1720,209,55,0.425333,209,0.00,11.8291,8.41866,0.890588,0.00,11.1266
1721,8117.10,1789.30,1.52164,8117.10,623,12.3195,9.47399,0.790418,2.19955,11.3453
1722,0.00,0.00,0.00,0.00,0.00,12.304,9.37246,0.429964,2.53607,11.3438
1723,1490.70,326.3,0.048876,1490.70,87,12.2153,9.3106,1.44297,1.39485,11.2971
1724,1417.40,362.7,2.80312,1417.40,37,12.0749,9.0979,1.73451,0.686509,11.2335
1725,954.3,244.1,1.7909,954.3,25,11.575,7.95256,0.00,0.00,10.9976
1726,630.8,166,1.33672,630.8,0.00,11.9193,8.68107,1.49184,0.00,11.1624
1727,158.4,40.3,0.3006,158.4,5,11.7969,8.41395,0.882723,0.00,11.1006
1728,754.2,198.2,1.67149,754.2,1,12.0951,9.20069,1.82081,0.74508,11.2407
1729,0.00,0.00,0.00,0.00,0.00,11.8719,8.48148,0.373766,0.00,11.1369
1730,268.2,70,0.535869,268.2,2,12.0764,8.94494,1.08804,0.584582,11.2292
1731,7603.40,1689.30,1.59719,7603.40,426,11.6123,8.29389,0.64406,0.00,10.987
1732,1436.10,309.4,0.0900787,1436.10,110,12.2692,9.45216,0.257119,2.38905,11.2873
1733,902.3,231.7,1.67282,902.3,21,11.7211,8.56392,1.3061,0.00,11.0412
1734,2084.90,505.9,3.46045,2084.90,138,11.9797,8.84047,1.4938,0.458512,11.1754
1735,4357.10,331.1,2.57252,4357.10,173,11.6142,8.22034,0.736188,0.00,10.9898
1736,821.7,199.3,1.40253,821.7,59,11.717,8.57193,1.31258,0.00,11.0391
1738,2112.50,506.5,2.90337,2112.50,115,11.9136,8.72753,1.25684,0.988681,11.1347
1739,343.2,88,0.675038,343.2,8,11.9807,8.93859,1.64862,0.992559,11.1654
1740,706,185.5,1.43847,706,1,11.6062,8.14813,0.466094,0.00,10.9801
1741,0.00,0.00,0.00,0.00,0.00,12.0548,9.15551,0.376652,3.18954,11.175
1742,541.2,137.4,0.976838,541.2,14,11.8435,8.53256,0.956375,1.04783,11.1039
1743,1163.50,288.8,1.87748,1163.50,39,11.8602,8.57518,1.1313,1.15257,11.1096
1745,530.1,139.5,1.08354,530.1,0.00,11.5737,8.10634,0.394792,0.00,10.9632
1746,59.3,13,0.0757757,59.3,9,11.6296,8.23835,0.629983,0.00,10.9968
1747,625,164.2,1.26886,625,1,11.9445,8.67605,0.00,1.55272,11.1522
1748,3739.20,635.1,3.45187,3739.20,289,11.7219,8.31429,0.747979,0.24622,11.0405
1749,18.7,4.1,0.00485378,18.7,3,11.8573,8.49044,0.00,0.829429,11.1161
1750,1691.80,413.4,2.61923,1691.80,81,11.7652,8.40497,0.669898,0.347092,11.0676
1751,17.1,4.5,0.0346017,17.1,0.00,10.7923,6.69281,0.00,0.00,10.5619
1752,1398.40,339.7,2.17973,1398.40,80,11.6658,8.21459,0.594366,0.00,11.018
1753,271.7,60.2,0.14395,271.7,41,11.7341,8.2458,0.00,0.0344797,11.0594
1754,360.8,85.6,0.499779,360.8,24,11.1847,7.33198,0.00,0.00,10.7773
1755,9.5,2.5,0.0192237,9.5,0.00,11.204,7.31229,0.00,0.00,10.7892
1756,1230.10,285.5,1.16863,1230.10,78,11.2731,7.42957,0.00,0.00,10.8271
1757,218.8,53.3,0.357214,218.8,13,11.0823,7.29157,0.00,0.00,10.7159
1758,1055.00,128.3,0.699719,1055.00,69,11.0647,7.20725,0.00,0.00,10.7101
1759,17.1,4.5,0.0346032,17.1,0.00,10.339,6.11923,0.00,0.00,10.2923
1760,9.8,2,0.00973679,9.8,2,10.8305,6.74462,0.00,0.00,10.5851
1762,1355.00,343.4,2.40834,1355.00,39,10.0185,5.71159,0.00,0.00,10.0973
1763,0.00,0.00,0.00,0.00,0.00,10.5789,6.34878,0.00,0.00,10.4852
1801,19,5,0.0384458,19,0.00,10.5004,6.31754,0.00,0.00,10.3829
1802,99.1,21.7,0.0241769,99.1,16,10.2364,6.05534,0.00,0.00,10.2173
1805,238.2,51,0.0508205,238.2,26,10.5613,6.51484,0.00,0.00,10.4205
1806,61.1,15.5,0.115324,61.1,2,10.0553,5.92524,0.00,0.00,10.0994
1807,4027.60,865,0.0720682,4027.60,696,9.8324,5.66986,0.00,0.00,9.95897
1808,334.4,75.3,0.229758,334.4,40,10.8228,6.74838,0.00,0.00,10.583
1809,1432.20,342,2.12859,1432.20,107,10.1228,6.12828,0.00,0.00,10.1359
1810,934.5,208.3,0.785161,934.5,100,10.5592,6.4614,0.00,0.00,10.4212
1811,1521.20,355.1,1.45436,1521.20,92,10.1282,6.12963,0.00,0.00,10.1398
1812,142,30,0.0993644,142,26,10.389,6.18016,0.00,0.00,10.3267
1813,0.00,0.00,0.00,0.00,0.00,9.60365,5.36021,0.00,0.00,9.81661
1814,295.5,71.7,0.506653,295.5,21,10.0456,5.74449,0.00,0.00,10.1179
1815,1.9,0.5,0.00384458,1.9,0.00,9.94541,5.65461,0.00,0.00,10.0532
1816,1445.70,353.9,2.30482,1445.70,82,9.7392,5.52962,0.00,0.00,9.9015
1817,957.1,225.6,1.06581,957.1,71,10.0122,5.73262,0.00,0.00,10.0949
1818,15.2,4,0.0307568,15.2,0.00,10.6722,6.55385,0.00,0.00,10.4885
1901,6242.80,1375.60,1.15451,6242.80,411,11.2418,7.89624,0.224903,0.00,10.7234
1902,3728.00,646.8,4.48612,3728.00,192,10.9869,7.32215,0.215809,0.00,10.5717
1903,7468.90,1523.20,3.6084,7468.90,458,11.1861,7.67163,0.115901,0.00,10.6926
1904,664.7,169,1.23375,664.7,19,10.7532,6.8511,0.00,0.00,10.4604
1905,17.1,4.5,0.0346021,17.1,0.00,10.734,6.78634,0.00,0.00,10.4545
1906,1601.20,210.7,1.48633,1601.20,89,11.0098,7.30369,0.0228137,0.00,10.6076
1907,457.7,110.5,0.585407,457.7,16,10.8639,7.07039,0.00,0.00,10.5279
1908,362.1,88.1,0.612554,362.1,25,10.9246,7.11841,0.00,0.00,10.5629
1909,2454.60,279.2,2.76582,2454.60,83,11.017,7.68726,0.897898,0.00,10.5799
1910,1233.70,312.8,2.28088,1233.70,42,10.7049,7.25457,0.841585,0.00,10.3896
1911,1102.10,271.3,1.8303,1102.10,62,10.9056,7.10419,0.00,0.00,10.5529
1912,49.4,13,0.0999829,49.4,0.00,10.5061,6.5223,0.00,0.00,10.329
1913,5646.10,1156.30,1.20749,5646.10,852,10.8889,7.29863,0.00,0.00,10.5176
1914,190,50,0.384921,190,0.00,10.8627,7.05098,0.00,0.00,10.5257
1915,159.3,37,0.24285,159.3,17,10.6083,6.56396,0.00,0.00,10.3956
1916,935.7,196.1,0.0221633,935.7,167,10.7812,6.93742,0.00,0.00,10.4814
1917,885.1,230.7,1.73683,885.1,8,10.8045,6.98564,0.00,0.00,10.493
1918,26.6,7,0.0538287,26.6,0.00,10.5728,6.58956,0.00,0.00,10.3696
1919,1006.40,250.1,1.59337,1006.40,29,10.6518,6.72643,0.00,0.00,10.4119
1920,0.00,0.00,0.00,0.00,0.00,10.0728,5.80512,0.00,0.00,10.077
1921,93.1,24.5,0.188407,93.1,0.00,10.4377,6.34513,0.00,0.00,10.2957
1922,385.3,93.4,0.627929,385.3,28,9.85328,5.49472,0.00,0.00,9.9576
1923,22.8,6,0.046141,22.8,0.00,10.4694,6.40924,0.00,0.00,10.3119
1924,227.6,44.9,0.0268338,227.6,53,9.98417,5.64062,0.00,0.00,10.037
1925,0.00,0.00,0.00,0.00,0.00,9.33255,4.87717,0.00,0.00,9.63231
1926,2272.40,498.2,1.62004,2272.40,310,9.99694,5.74392,0.00,0.00,10.0359
1927,225.5,53.1,0.318253,225.5,22,9.98874,5.70101,0.00,0.00,10.0338
1928,66.5,17.5,0.134568,66.5,0.00,9.56501,5.17642,0.00,0.00,9.77331
1929,311.8,75.1,0.411592,311.8,13,9.2742,4.84036,0.00,0.00,9.58929
1930,0.00,0.00,0.00,0.00,0.00,11.3465,7.36794,0.00,0.00,10.8828
1931,1.9,0.5,0.00384459,1.9,0.00,11.1366,7.04809,0.00,0.00,10.7677
1932,7.6,2,0.0153784,7.6,0.00,10.7708,6.52218,0.00,0.00,10.5777
2001,39.9,10.5,0.0807403,39.9,0.00,9.61397,5.16902,0.00,0.00,9.85811
2002,0.00,0.00,0.00,0.00,0.00,9.39849,5.03984,0.00,0.00,9.6948
2003,11.4,3,0.0230678,11.4,0.00,10.2326,6.12229,0.00,0.00,10.2034
2004,529.4,116.8,0.693754,529.4,78,9.16298,4.67101,0.00,0.00,9.56595
2005,429,106.3,0.755723,429,23,8.90718,4.39233,0.00,0.00,9.39853
2006,0.00,0.00,0.00,0.00,0.00,9.1608,4.67724,0.00,0.00,9.54615
2007,1.9,0.5,0.00384458,1.9,0.00,8.46784,3.94034,0.00,0.00,9.06756
2009,836.8,212.6,1.51415,836.8,25,7.59424,3.06815,0.00,0.00,8.50111
2010,20.1,5,0.0360121,20.1,1,7.61583,3.08184,0.00,0.00,8.48429
2101,131.9,23.5,0.00463813,131.9,39,11.6854,7.8682,0.00,0.00,11.1506
2102,2536.60,553.5,2.45652,2536.60,261,11.7358,7.94675,0.00,0.00,11.1772
2103,0.00,0.00,0.00,0.00,0.00,11.5717,7.6782,0.00,0.00,11.0977
2104,629.1,111.8,0.00243633,629.1,181,11.3619,7.36041,0.00,0.00,10.9814
2105,9.4,2.2,0.00924376,9.4,1,10.5096,6.3977,0.00,0.00,10.3574
2107,5.7,1.5,0.0115338,5.7,0.00,11.1438,7.04339,0.00,0.00,10.8582
2108,0.00,0.00,0.00,0.00,0.00,9.1859,4.7153,0.00,0.00,9.6901
2109,2113.10,463.3,0.0684088,2113.10,113,10.8843,6.73932,0.00,0.00,10.7327
2110,4814.40,992,0.137588,4814.40,638,10.8557,7.97057,0.00,0.00,10.5735
2111,1.9,0.5,0.00384462,1.9,0.00,10.3657,6.34671,0.00,0.00,10.4101
2112,0.00,0.00,0.00,0.00,0.00,10.2811,6.19513,0.00,0.00,10.363
2113,0.00,0.00,0.00,0.00,0.00,9.51761,5.08299,0.00,0.00,9.89128
2114,47213.20,7937.20,0.0416688,47213.20,15428.00,10.5974,7.19811,0.00,0.00,10.4868
2115,198.2,50.5,0.351946,198.2,6,7.99101,3.46539,0.00,0.00,8.78297
2116,151,38,0.282935,151,6,9.15215,4.77762,0.00,0.00,9.58
2117,54.9,13.9,0.0930249,54.9,2,9.80797,5.47293,0.00,0.00,10.0491
2118,634.4,158,1.04138,634.4,26,9.03314,5.24079,0.00,0.00,9.20184
2119,420.9,104.2,0.725729,420.9,23,8.47516,4.29578,0.00,0.00,8.926
2120,1482.00,296.8,0.997393,1482.00,144,9.07052,4.73729,0.00,0.00,9.50202
2121,2875.90,655.9,2.38189,2875.90,244,9.71527,6.52748,0.00,0.00,9.63997
2122,4172.00,958.8,3.47827,4172.00,369,9.56743,6.23002,0.00,0.00,9.54905
2123,6262.00,1134.80,8.57103,6262.00,258,9.80405,6.99222,0.94844,0.00,9.52628
2124,3980.90,805.2,6.82363,3980.90,35,9.73294,6.93682,0.871276,0.00,9.40823
2125,372.7,80,0.0055822,372.7,62,9.52532,5.84324,0.00,0.00,9.58325
2126,11080.80,2285.40,10.3928,11080.80,754,9.38543,6.06679,0.00,0.00,9.27951
2127,0.00,0.00,0.00,0.00,0.00,8.61345,4.22547,0.00,0.00,9.18007
2128,1399.90,360.3,2.64035,1399.90,17,9.15112,5.63626,0.00,0.00,9.1487
2129,2498.00,164.2,2.26912,2498.00,25,8.65188,4.70315,0.00,0.00,8.8837
2130,0.00,0.00,0.00,0.00,0.00,8.29267,3.94883,0.00,0.00,8.89961
2131,2777.50,520.7,4.47408,2777.50,29,8.87856,5.0981,0.00,0.00,9.04653
2132,8838.90,1928.70,0.289361,8838.90,563,9.1618,5.35165,0.00,0.00,9.34022
2133,0.00,0.00,0.00,0.00,0.00,11.7055,7.89178,0.00,0.00,11.149
2134,0.00,0.00,0.00,0.00,0.00,11.5077,7.64709,0.00,0.00,11.0189
2135,0.00,0.00,0.00,0.00,0.00,11.2023,7.27775,0.00,0.00,10.807
3001,0.00,0.00,0.00,0.00,0.00,10.8526,6.69294,0.00,0.00,10.6227
3002,0.00,0.00,0.00,0.00,0.00,9.63103,5.18034,0.00,0.00,9.86409
3003,0.00,0.00,0.00,0.00,0.00,8.24503,3.69468,0.00,0.00,8.9533
3004,0.00,0.00,0.00,0.00,0.00,9.03895,4.56638,0.00,0.00,9.43905
3005,0.00,0.00,0.00,0.00,0.00,6.00289,1.56118,0.00,0.00,7.4476
3006,0.00,0.00,0.00,0.00,0.00,7.69063,3.23346,0.00,0.00,8.52994
3007,0.00,0.00,0.00,0.00,0.00,8.3528,4.26949,0.00,0.00,8.76794
3008,0.00,0.00,0.00,0.00,0.00,7.79506,3.40026,0.00,0.00,8.52341
3009,0.00,0.00,0.00,0.00,0.00,8.97805,4.51724,0.00,0.00,9.5572
3010,0.00,0.00,0.00,0.00,0.00,9.07811,4.61543,0.00,0.00,9.50074
3011,0.00,0.00,0.00,0.00,0.00,9.73119,5.3502,0.00,0.00,9.92347
3012,0.00,0.00,0.00,0.00,0.00,9.14566,4.7773,0.00,0.00,9.52729
