term,estimated_as,estimate,std.error,statistic,p.value
W_HBW_walkbike,W_HBW_walkbike,0.21119454793477052,0.011196993552259504,18.861719170335004,0
r_sq,NA,0.045136678288538415,NA,NA,NA
