term,estimated_as,estimate,std.error,statistic,p.value
W_HBO_hov2,W_HBO_hov,0.019960513500108013,0.0037425036217570316,5.3334653797173734,0
W_HBO_hov3,W_HBO_hov,0.019960513500108013,0.0037425036217570316,5.3334653797173734,0
W_HBW_hov3,W_HBW_hov3,0.03339645343849951,0.026690505199402092,1.2512484566701885,0.21098
r_sq,NA,0.06880225691648519,NA,NA,NA
