term,estimated_as,estimate,std.error,statistic,p.value
N_HBSHP_bus,N_HBSHP_bus,0.6522393536281158,0.009413329571613815,69.28891086475541,0
r_sq,NA,0.0702734004097031,NA,NA,NA
