term,estimated_as,estimate,std.error,statistic,p.value
N_HBSHP_auto_pay,N_HBSHP_auto_pay,0.3031871096649476,0.028782988534923056,10.533552111765037,0
alpha,NA,1.065160102995556,0.1203524662033621,0.4505524943498376,0.65234
gamma,NA,-0.027648525779560465,0.05442709826402984,-0.5079919132457777,0.6115
r_sq,NA,0.10367136928851886,NA,NA,NA
