term,estimated_as,estimate,std.error,statistic,p.value
N_HBO_walkbike,N_HBO_walkbike,0.038143867162909156,0.009365769451026096,4.0726891007049275,5e-5
r_sq,NA,0.017615503939073792,NA,NA,NA
