term,estimated_as,estimate,std.error,statistic,p.value
W_HBO_walkbike,W_HBO_walkbike,0.018801364953442784,0.0036081214977019957,5.210845855777675,0
r_sq,NA,0.013264332136270518,NA,NA,NA
