term,estimated_as,estimate,std.error,statistic,p.value
W_HBO_walkbike,W_HBO_walkbike,0.02419476957893778,0.003993941886122317,6.057867207083544,0
W_HBO_bus,W_HBO_bus,0.03677524031708025,0.004298699561848811,8.554968726696437,0
r_sq,NA,0.017582755063454223,NA,NA,NA
