term,estimated_as,estimate,std.error,statistic,p.value
W_HBO_auto_pay,W_HBO_auto_pay,0.24398430523525613,0.01439619781030809,16.94782945122888,0
r_sq,NA,0.013701604756175063,NA,NA,NA
