term,estimated_as,estimate,std.error,statistic,p.value
W_HBO_walkbike,W_HBO_walkbike,0.0225,0.003993942,6.057867207,0
W_HBO_lb,W_HBO_bus,0.0325,0.0042987,8.554968727,0
r_sq,NA,0.017582755,NA,NA,NA
