term,estimated_as,estimate,std.error,statistic,p.value
N_HBO_hov2,N_HBO_hov,0.21857234709208523,0.01442359265095537,15.153807541674281,0
N_HBO_hov3,N_HBO_hov,0.21857234709208523,0.01442359265095537,15.153807541674281,0
alpha,NA,0.15329732130324444,0.5670690110529127,-3.9832437201744755,7e-5
gamma,NA,0.8574364441752975,0.25617045252928916,3.347132488190701,8.3e-4
r_sq,NA,0.1388836492700167,NA,NA,NA
