term,estimated_as,estimate,std.error,statistic,p.value
N_HBSHP_walkbike,N_HBSHP_walkbike,0.4005781240206785,0.01465906216594753,27.326313203801465,0
r_sq,NA,0.0660042082330812,NA,NA,NA
