term,estimated_as,estimate,std.error,statistic,p.value
W_HBO_hov2,W_HBO_hov,0.13764139732886388,0.022450551398440106,6.130869344190245,0
W_HBO_hov3,W_HBO_hov,0.13764139732886388,0.022450551398440106,6.130869344190245,0
W_HBO_sov,W_HBO_sov,0.14933269176866765,0.013195631896415264,11.31682763970064,0
r_sq,NA,0.23415997545371225,NA,NA,NA
