term,estimated_as,estimate,std.error,statistic,p.value
W_HBO_sov,W_HBO_sov,0.0896775490830945,0.007946242536712424,11.285528810475565,0
W_HBW_sov,W_HBW_sov,-0.009231373366150706,0.005792241623498069,-1.593747976379422,0.11114
r_sq,NA,0.13257831964105604,NA,NA,NA
