term,estimated_as,estimate,std.error,statistic,p.value
N_HBO_hov2,N_HBO_auto,0.10859835158750819,0.007882540028650877,13.777075814747896,0
N_HBO_hov3,N_HBO_auto,0.10859835158750819,0.007882540028650877,13.777075814747896,0
N_HBO_sov,N_HBO_auto,0.10859835158750819,0.007882540028650877,13.777075814747896,0
N_HBSR_hov2,N_HBSR_hov,0.08933626990474045,0.01055385853882121,8.464796981703591,0
N_HBSR_hov3,N_HBSR_hov,0.08933626990474045,0.01055385853882121,8.464796981703591,0
N_HBSHP_sov,N_HBSHP_sov,0.0365963756213428,0.016737643350325168,2.1864712286769943,0.02886
alpha,NA,0.0075069493534645915,0.6225943999717752,-9.563495579068414,0
gamma,NA,2.2363352241431547,0.28116290875986144,7.953877109918461,0
r_sq,NA,0.306432734118957,NA,NA,NA
