"TAZ","Type","HH","HH_POP","GQPop","Median_Inc","Pct_Worker","Pct_Child","Pct_Senior","HHOF1","HHOF2","HHOF3","HHOF4","HHOF5","HHOF6","HHOF7","Elem","High","College","StudGQ_UNR","StudOff_UNR","BuildingS_UNR","NAICS11","NAICS21","NAICS22","NAICS23","NAICS31","NAICS32","NAICS33","NAICS42","NAICS44","NAICS45","NAICS48","NAICS49","NAICS51","NAICS52","NAICS53","NAICS54","NAICS55","NAICS56","NAICS61","NAICS62","NAICS71","NAICS72","NAICS81","NAICS92","NAICS99","HotelRms","AWDT","IEEI_Distance","PCT_AUTO_EE","PCT_AUTO_IEEI","PCT_TRK_EE","PCT_TRK_IEEI","Industry","Office","Service_RateHigh","Service_RateLow","Retail","K12","PctHighPay","Enplanements","TotalEmp","Density","AreaType","ATSmoothed","EmpDensity","Cluster","ClusterName","Industry_EL","Industry_EH","Office_EL","Office_EH","Retail_EL","Retail_EH","Service_RateLow_EL","Service_RateLow_EH","Service_RateHigh_EL","Service_RateHigh_EH","walkability_attr","gs_home_attr","gs_work_attr","gs_other_attr","gs_total_attr","GSIndex","ApproachDensity","walk_attr_dens","IndEmpDensity","ApproachDensity_z","IndEmpDensity_z","walk_attr_dens_z","GSIndex_z","Walkability","wHH","wK12","wCollege","wRetail","wTotalEmp","access_general_sov_attr","access_nearby_sov_attr","access_walk_attr","access_transit_attr","access_employment_sov_attr","access_general_sov","access_nearby_sov","access_walk","access_transit","access_employment_sov","PctNearBusStop","PKTNCWait","OPTNCWait","AirportProd"
625,"Internal",243,632,0.00,98962.00,51.4241,26.5823,21.9937,61,85,33,39,8,13,4,0.00,0.00,0.00,,13,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,6,0.00,0.00,0.00,6,0.00,0.00,0.00,6,17,0.00,3,15,15,0.00,0.00,0.00,,,,,,,0.00,6,7.7,33.3,29,0.00,16.6667,0,76,5784.01,"Suburban",1,585.076,6,"NWReno-Skyline",0.00,0.00,5,1,24.1667,4.83333,27.75,5.55,6.41667,1.28333,1251.60,1579.50,114,1153.20,2846.70,0.526428,61.5869,21914.94,0.00,0.0205425,-0.294607,-0.122646,0.92368,0.133151,32.3557,0.00,0.00,3.86138,10.1195,1251.60,292.6,1.24277,1251.60,76,12.2765,8.95626,1.60177,2.55487,11.3142,0.253656,10.0715,6.57152,4.63815
626,"Internal",53,138,0.00,160938.00,49.2754,21.7391,28.9855,9,21,12,5,5,1,0.00,0.00,0.00,0.00,,2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,1,0.00,0.00,20,0,1,4906.65,"Suburban",1,35.1554,6,"NWReno-Skyline",0.00,0.00,0.00,0.00,0.00,0.00,0.8,0.2,0.00,0.00,106.3,344.5,1.5,104.8,450.8,0.361947,0.00,15848.07,0.00,-0.362952,-0.294607,-0.135958,-0.517472,0.107168,5.67989,0.00,0.00,0.00,0.107168,106.3,27.7,0.21324,106.3,1,11.8791,8.30101,1.50418,0.00,11.129,0.00,11.7717,8.27168,0.857876
627,"Internal",81,188,0.00,146917.00,47.8723,23.4043,28.7234,31,19,10,16,5,0.00,0.00,0.00,0.00,0.00,,3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,7,0.00,0.00,45.0082,0,7,1835.46,"Suburban",1,64.5669,6,"NWReno-Skyline",0.00,0.00,0.00,0.00,0.00,0.00,3.84943,3.15057,0.00,0.00,193.1,526.5,10.5,182.6,719.6,0.400076,27.6715,6637.48,0.00,-0.190644,-0.294607,-0.156167,-0.183394,0.11357,9.19915,0.00,0.00,0.00,0.794988,193.1,48.9,0.345364,193.1,7,11.9246,8.27146,1.36469,0.0498739,11.1603,0.00,11.5612,8.06117,1.1978
628,"Internal",95,256,0.00,219276.00,55.0781,13.2812,31.6406,17,34,17,17,9,0.00,1,439,0.00,0.00,,6,,0.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,0.00,0.00,0.00,0.00,1,25,0.00,20,48,71,14,72,11,0.00,0.00,0.00,,,,,,,5,20,37.6,132.4,81,439,14.4068,0,276,4605.99,"Suburban",1,1844.12,6,"NWReno-Skyline",4.27966,0.720339,17.1186,2.88136,69.3305,11.6695,113.325,19.0746,32.1831,5.41695,3380.70,617.5,1072.50,2360.20,4050.20,0.567053,0.00,27061.80,33.408,-0.362952,-0.265424,-0.111353,1.27963,0.131479,12.4905,57.7192,0.00,10.6498,36.2881,3380.70,596.1,0.842552,3380.70,276,12.331,9.06036,1.4184,1.76311,11.3421,0.00,9.86144,6.36144,3.83431
629,"Internal",151,376,0.00,146917.00,49.734,18.883,31.383,20,76,29,17,6,2,1,0.00,0.00,0.00,,12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0,0,3734.46,"Suburban",1,0.00,6,"NWReno-Skyline",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,286.9,981.5,0.00,286.9,1268.40,0.350057,0.00,12597.84,0.00,-0.362952,-0.294607,-0.143089,-0.621652,0.105761,15.9699,0.00,0.00,0.00,0.00,286.9,75.5,0.599559,286.9,0.00,11.8779,8.17013,1.44379,0.00,11.141,0.00,11.7776,8.2776,2.33413
630,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0,0,0.00,"Suburban",1,0.00,6,"NWReno-Skyline",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,-0.362952,-0.294607,-0.170731,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.1495,8.78351,1.43627,0.101635,11.2658,0.00,10.5822,7.08217,
631,"Internal",139,345,0.00,110764.00,50.1449,19.1304,30.7246,27,58,25,23,3,1,2,0.00,0.00,0.00,,12,,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.5,5.5,0.00,15,0.00,0.00,25,0,21,3619.80,"Suburban",1,201.115,6,"NWReno-Skyline",0.375,0.125,4.125,1.375,0.00,0.00,11.25,3.75,0.00,0.00,366.1,903.5,31.5,348.9,1283.90,0.430335,28.7307,12295.76,4.78844,-0.184049,-0.290424,-0.143752,0.0817293,0.117385,16.3165,0.00,0.00,0.00,2.46508,366.1,90.5,0.61257,366.1,21,11.8258,8.16237,1.37274,0.00,11.1035,0.00,12.0238,8.52382,2.36273
632,"Internal",260,588,0.00,214074.00,38.9456,10.5442,50.5102,61,130,31,25,7,3,3,0.00,0.00,0.00,,15,,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,263,1,0.00,0.00,0.00,13,0.00,0.00,20,0.00,0.00,0.00,,,,,,,2.5,2.5,2.6,297.4,0.00,0.00,53.2189,0,305,5843.18,"Suburban",1,1670.44,6,"NWReno-Skyline",1.16953,1.33047,1.16953,1.33047,0.00,0.00,139.127,158.273,1.21631,1.38369,2189.00,1690.00,457.5,1738.00,3885.50,0.596873,0.00,21280.30,13.6921,-0.362952,-0.282647,-0.124039,1.54091,0.134935,35.0832,0.00,0.00,0.00,41.1553,2189.00,492.5,1.31713,2189.00,305,12.0608,8.51575,1.26003,0.651758,11.2176,0.00,10.9566,7.45656,6.70363
633,"Internal",265,635,0.00,146917.00,51.811,18.7402,29.4488,37,150,35,27,13,1,2,0.00,0.00,0.00,,16,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,1,0.00,0.00,0.00,0.00,62.5,0,1,1813.32,"Suburban",1,2.84858,6,"NWReno-Skyline",0.00,0.00,0.375,0.625,0.00,0.00,0.00,0.00,0.00,0.00,506.5,1722.50,1.5,507.6,2231.60,0.352482,17.0915,6356.90,0.00,-0.256525,-0.294607,-0.156783,-0.600405,0.10735,28.4478,0.00,0.00,0.00,0.10735,506.5,133,1.06801,506.5,1,11.9929,8.33151,1.35814,0.00,11.2003,0.00,11.2535,7.75353,4.11913
634,"Internal",187,443,0.00,110764.00,55.5305,18.9616,25.5079,41,84,29,22,7,4,0.00,0.00,0.00,0.00,,9,,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.5,0.5,0.4,3.6,0.00,0.00,36.3636,0,5,3010.73,"Suburban",1,33.3894,6,"NWReno-Skyline",0.318182,0.181818,0.318182,0.181818,0.00,0.00,2.29091,1.30909,0.254545,0.145455,380.7,1215.50,7.5,374.5,1597.50,0.366088,0.00,10667.93,3.33894,-0.362952,-0.29169,-0.147324,-0.481187,0.107351,20.0746,0.00,0.00,0.00,0.536755,380.7,98.8,0.753662,380.7,5,12.1089,8.59354,1.47488,0.00,11.2595,0.00,10.7514,7.25141,3.12389
635,"Internal",134,359,0.00,98962.00,49.0251,19.4986,31.4763,21,62,11,29,6,0.00,5,0.00,0.00,0.00,,14,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,42,0.00,0.00,0.00,0.00,,,,,,,1,0.00,2.4,5.6,42,0.00,11.7647,0,51,2218.58,"Suburban",1,257.695,6,"NWReno-Skyline",0.882353,0.117647,0.00,0.00,37.0588,4.94118,4.94118,0.658824,2.11765,0.282353,1087.80,871,76.5,1011.30,1958.80,0.534202,0.00,9897.51,5.05284,-0.362952,-0.290193,-0.149014,0.99179,0.12642,16.9402,0.00,0.00,5.30963,6.4474,1087.80,249.3,0.674551,1087.80,51,12.1163,8.61496,0.838681,1.54712,11.241,0.00,10.7204,7.22038,2.56666
636,"Internal",291,647,0.00,110764.00,47.2952,16.5379,36.1669,103,95,41,34,15,1,2,0.00,0.00,0.00,,13,,0.00,3,0.00,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17,5,0.00,0.00,0.00,0.00,1,8,41,5,0.00,0.00,0.00,,,,,,,6,3,2.6,33.4,41,0.00,92.8571,0,86,6714.81,"Suburban",1,738.428,6,"NWReno-Skyline",0.428571,5.57143,0.214286,2.78571,2.92857,38.0714,2.38571,31.0143,0.185714,2.41429,1548.20,1891.50,129,1427.00,3447.50,0.526241,0.00,29601.52,51.5182,-0.362952,-0.249605,-0.10578,0.922045,0.126565,36.8305,0.00,0.00,5.18917,10.8846,1548.20,361.3,1.42042,1548.20,86,12.0813,8.66033,1.62273,0.00,11.2343,0.00,10.8687,7.36867,5.45323
637,"Internal",260,542,0.00,90071.00,59.4096,16.2362,24.3542,106,74,50,18,8,2,2,0.00,0.00,0.00,,18,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,2,0.00,15,0.00,0.00,50,0,17,8983.84,"Suburban",1,268.555,6,"NWReno-Skyline",0.00,0.00,1,1,0.00,0.00,7.5,7.5,0.00,0.00,584,1690.00,25.5,563.7,2279.20,0.388901,0.00,36005.37,0.00,-0.362952,-0.294607,-0.0917294,-0.281305,0.111063,28.8763,0.00,0.00,0.00,1.88807,584,149,1.0841,584,17,12.1538,8.76163,1.58699,0.00,11.2769,0.00,10.5642,7.06418,4.22738
638,"Internal",301,813,0.00,219276.00,49.0775,24.8462,26.0763,32,138,56,50,17,4,4,0.00,0.00,0.00,,22,,0.00,5,0.00,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,2,10,0.00,2,0.00,0.00,0.00,0.00,3,0.00,0.00,0.00,,,,,,,8.5,5.5,0.00,16,0.00,0.00,64.7059,0,30,1198.18,"Suburban",1,41.792,6,"NWReno-Skyline",3,5.5,1.94118,3.55882,0.00,0.00,5.64706,10.3529,0.00,0.00,703.5,1956.50,45,672.8,2674.30,0.401196,0.00,3725.47,11.8411,-0.362952,-0.284263,-0.162557,-0.173582,0.110769,33.3414,0.00,0.00,0.00,3.32306,703.5,176.7,1.25174,703.5,30,11.9715,8.33711,0.663453,0.229233,11.1705,0.00,11.3488,7.84883,5.27695
639,"Internal",765,2056.00,0.00,213577.00,52.4805,24.2218,23.2977,168,280,91,133,51,26,16,534,0.00,0.00,,55,,6,0.00,0.00,41,3,0.00,0.00,8,72,0.00,1,0.00,6,70,47,141,7,18,68,104,15,77,16,0.00,0.00,0.00,,,,,,,38.5,45.5,52.5,414.5,149,534,51.7774,0,700,3807.80,"Suburban",1,844.813,6,"NWReno-Skyline",18.5657,19.9343,21.9413,23.5587,71.8516,77.1484,199.883,214.617,25.3168,27.1832,7908.00,4972.50,1851.00,6175.30,12998.80,0.607701,14.4825,15687.94,46.4647,-0.272771,-0.254019,-0.136309,1.63578,0.137722,105.357,73.5435,0.00,20.5206,96.4054,7908.00,1595.80,4.48197,7908.00,700,11.7835,8.05467,1.20184,0.00,11.0887,0.00,12.2285,8.72848,21.4897
640,"Internal",69,154,0.00,219276.00,50.6494,27.9221,21.4286,12,39,11,5,1,1,0.00,0.00,0.00,0.00,,4,,0.00,0.00,0.00,46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,23,23,0.00,0.00,0.00,0.00,61.1111,0,46,2032.26,"Suburban",1,413.233,6,"NWReno-Skyline",8.94444,14.0556,8.94444,14.0556,0.00,0.00,0.00,0.00,0.00,0.00,269.1,448.5,69,259.9,777.4,0.547512,26.95,6983.63,206.616,-0.195138,-0.114124,-0.155408,1.10842,0.130942,9.03499,0.00,0.00,0.00,6.02332,269.1,57.5,0.339201,269.1,46,11.7401,8.06456,0.684827,0.00,11.0495,0.00,12.4421,8.94207,1.38771
641,"Internal",81,220,0.00,214074.00,53.1818,26.3636,20.4545,10,38,13,10,5,5,0.00,0.00,0.00,0.00,,4,,0.00,0.00,0.00,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,9,9,0.00,3,0.00,0.00,45.0082,0,21,1872.90,"Suburban",1,155.475,6,"NWReno-Skyline",4.94926,4.05074,4.94926,4.05074,0.00,0.00,1.64975,1.35025,0.00,0.00,224.7,526.5,31.5,216.6,774.6,0.458155,0.00,5734.82,66.6323,-0.362952,-0.236402,-0.158148,0.325481,0.117219,9.49472,0.00,0.00,0.00,2.46159,224.7,53.1,0.35646,224.7,21,11.7609,8.1051,0.240972,0.00,11.0601,0.00,12.3389,8.83885,1.63697
642,"Internal",3,5,0.00,99028.00,60,40,0.00,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0,0,91.9149,"Suburban",1,0.00,6,"NWReno-Skyline",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.7,19.5,0.00,5.7,25.2,0.350057,0.00,463.251,0.00,-0.362952,-0.294607,-0.169714,-0.621652,0.105174,0.315523,0.00,0.00,0.00,0.00,5.7,1.5,0.0118457,5.7,0.00,11.7346,8.073,0.302449,0.00,11.0463,0.00,12.4696,8.96963,0.0374459
643,"Internal",234,565,0.00,214074.00,46.9027,19.292,33.8053,62,93,38,20,7,10,4,0.00,0.00,0.00,,16,,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,0.00,0.00,1,0.00,14,69,8,0.00,0.00,0.00,,,,,,,0.5,0.5,4.6,27.4,69,0.00,70.5882,0,102,359.391,"Rural",,50.5519,6,"NWReno-Skyline",0.147059,0.352941,0.147059,0.352941,20.2941,48.7059,8.05882,19.3412,1.35294,3.24706,1917.10,1521.00,153,1765.40,3439.40,0.538992,0.00,1704.59,0.247803,-0.362952,-0.29439,-0.166991,1.03376,0.12654,29.6103,0.00,0.00,8.73123,12.907,1917.10,438.8,1.17507,1917.10,102,11.5956,7.71842,0.00,0.00,10.9871,0.00,13.1842,9.68422,4.52504
644,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0,0,0.00,"Rural",,0.00,6,"NWReno-Skyline",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,-0.362952,-0.294607,-0.170731,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.513,7.65291,0.00,0.00,10.942,0.00,13.6303,10.1303,
645,"Internal",73,176,0.00,110764.00,49.4318,18.1818,32.3864,12,39,8,11,0.00,3,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,1,11,0.00,0.00,0.00,0.00,0.00,0,12,2246.50,"Suburban",1,138.359,6,"NWReno-Skyline",1,0.00,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,174.7,474.5,18,185.3,677.8,0.434473,46.1195,7814.96,11.5299,-0.075771,-0.284535,-0.153584,0.117988,0.11945,8.71985,0.00,0.00,0.00,1.4334,174.7,42.5,0.327369,174.7,12,12.0278,8.43241,1.692,0.00,11.2174,0.00,11.0999,7.59987,1.16482
646,"Internal",83,224,0.00,219276.00,41.9643,16.0714,41.9643,24,24,7,15,8,4,1,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.4,3.6,0.00,0.00,58.8235,0,4,1615.59,"Suburban",1,28.063,6,"NWReno-Skyline",0.00,0.00,0.00,0.00,0.00,0.00,1.48235,2.11765,0.164706,0.235294,180.1,539.5,6,174.1,719.6,0.379312,21.0473,5048.53,0.00,-0.231893,-0.294607,-0.159654,-0.36532,0.110545,9.17527,0.00,0.00,0.00,0.442182,180.1,46.3,0.344467,180.1,4,11.8796,8.19827,1.11896,0.0504093,11.1269,0.00,11.7696,8.26956,1.22484
701,"Internal",0.00,0.00,36,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,59,0.00,30,54,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,187,0.00,0.00,,,,,,,89,187,0.00,2,56,0.00,85.1064,0,334,4941.07,"Urban",1,3146.93,7,"Airport",13.2553,75.7447,27.8511,159.149,8.34043,47.6596,0.297872,1.70213,0.00,0.00,1886.40,0.00,501,1871.60,2372.60,0.333144,37.6878,22354.51,838.553,-0.128274,0.437883,-0.121682,-0.76984,0.108081,0.00,0.00,0.00,6.05255,36.0991,1886.40,370,0.0439597,1886.40,334,12.9341,9.9542,1.92571,5.50085,11.7025,0.966353,7.85812,4.35812,
702,"Internal",24,46,0.00,25437.00,50,23.913,26.087,15,2,4,0.00,3,0.00,0.00,0.00,0.00,0.00,,2,,34,0.00,0.00,79,0.00,6,8,0.00,0.00,2,112,0.00,0.00,0.00,5,0.00,0.00,55,5,0.00,3,18,188,0.00,0.00,0.00,,,,,,,199.5,94.5,2.9,198.1,20,0.00,55.6338,0,515,10845.10,"Downtown",1,6535.38,7,"Airport",88.5106,110.989,41.9261,52.5739,8.87324,11.1268,87.8894,110.211,1.28662,1.61338,2427.20,156,772.5,1900.40,2828.90,0.4711,50.7603,35898.93,2531.67,-0.0468737,1.91685,-0.091963,0.438909,0.12585,3.02039,0.00,0.00,2.51699,64.8126,2427.20,482.2,0.131675,2427.20,515,12.7802,9.61427,2.23907,5.51376,11.6256,1,8.31694,4.81694,7.86583
703,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18,13,0.00,0.00,,,,,,,0.00,13,0.00,20,0.00,0.00,32.8612,0,33,993.252,"Urban",1,632.595,7,"Airport",0.00,0.00,8.72805,4.27195,0.00,0.00,13.4278,6.57224,0.00,0.00,151,0.00,49.5,135.3,184.8,0.392219,57.5086,3542.53,0.00,-0.00485258,-0.294607,-0.162958,-0.252231,0.115578,0.00,0.00,0.00,0.00,3.81407,151,30.5,0.00,151,33,12.9656,9.89777,1.87593,5.19541,11.7305,0.977591,7.76857,4.26857,
704,"Internal",1,2,0.00,90071.00,100,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,186,0.00,0.00,0.00,196,0.00,0.00,,,,,,,0.00,196,37.2,148.8,0.00,0.00,94.5813,0,382,20910.08,"Urban",1,13273.21,7,"Airport",0.00,0.00,10.6207,185.379,0.00,0.00,8.06305,140.737,2.01576,35.1842,1631.50,6.5,573,1568.10,2147.60,0.395664,0.00,74621.86,0.00,-0.362952,-0.294607,-0.00699884,-0.222048,0.113783,0.113783,0.00,0.00,0.00,43.4649,1631.50,321.7,0.00427174,1631.50,382,12.905,9.90889,2.24075,5.88894,11.6876,1,7.94246,4.44246,8.03687
705,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,,0.00,0.00,0.00,57,0.00,0.00,0.00,0.00,8,376,0.00,0.00,8,7,2,0.00,13,5,0.00,37,611,3152.00,37,0.00,0.00,2000.00,,,,,,,28.5,46.5,190.7,511.3,3536.00,0.00,43.6137,0,4313,25894.37,"Downtown",1,16491.93,7,"Airport",16.0701,12.4299,26.2196,20.2804,1993.82,1542.18,288.303,222.997,107.529,83.1713,70279.40,0.00,6469.50,63930.80,70400.30,0.166902,168.246,269194.69,108.977,0.684695,-0.199413,0.419924,-2.22642,0.115486,0.00,0.00,0.00,408.358,498.09,70279.40,15377.50,2.9659,70279.40,4313.00,12.7377,9.87875,1.69267,4.41625,11.5982,0.891848,8.44968,4.94968,
706,"Internal",1,2,0.00,90071.00,100,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,,0.00,6,0.00,51,0.00,45,10,62,0.00,7,0.00,0.00,39,0.00,14,7,0.00,143,3,26,1,8,20,0.00,0.00,0.00,,,,,,,148.5,168.5,6.7,103.3,15,0.00,39.5161,0,442,10199.83,"Downtown",1,6477.53,7,"Airport",89.8185,58.6815,101.915,66.5847,9.07258,5.92742,62.4798,40.8202,4.05242,2.64758,1849.40,6.5,663,1624.50,2294.00,0.414984,43.9651,33618.65,2176.27,-0.0891863,1.6064,-0.0969663,-0.052775,0.118356,0.118356,0.00,0.00,1.77533,52.3132,1849.40,352.5,0.0173377,1849.40,442,12.8973,9.90787,1.70146,4.4658,11.6919,1,7.96478,4.46478,6.07293
707,"Internal",0.00,0.00,107,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,303,2,13,0.00,212,0.00,0.00,,,,,,,0.00,212,61.2,248.8,13,0.00,68.3616,0,535,4854.34,"Urban",1,3091.69,7,"Airport",0.00,0.00,67.0734,144.927,4.11299,8.88701,78.7164,170.084,19.3627,41.8373,2615.10,0.00,802.5,2363.80,3166.30,0.378427,0.00,18297.61,0.00,-0.362952,-0.294607,-0.130583,-0.37308,0.109042,0.00,0.00,0.00,1.41754,58.3374,2615.10,531.3,0.0102956,2615.10,535,12.8947,9.9175,1.74913,5.12299,11.6838,0.725315,7.97259,4.47259,
708,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,30,5,0.00,56,1,5,22,129,17,0.00,26,0.00,0.00,14,25,181,0.00,21,16,274,41,212,49,122,0.00,0.00,,,,,,,246,171,73.5,526.5,229,0.00,44.3609,0,1246,32731.44,"Downtown",1,20846.41,7,"Airport",136.872,109.128,95.1429,75.8571,127.414,101.586,292.94,233.56,40.8947,32.6053,8893.30,0.00,1869.00,7468.90,9337.90,0.320182,200.768,156229.28,4115.74,0.887206,3.30056,0.172061,-0.883405,0.131026,0.00,0.00,0.00,30.0049,163.258,8893.30,1867.40,0.217926,8893.30,1246.00,12.9544,10.1061,1.45434,4.62119,11.7154,1,7.80028,4.30028,
709,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,5,0.00,34,0.00,0.00,0.00,13,51,9,16,1,0.00,77,63,60,29,135,9,280,2,15,7,5,0.00,0.00,,,,,,,52,186,60.2,437.8,75,0.00,32.5153,0,811,29851.66,"Downtown",1,19012.30,7,"Airport",35.092,16.908,125.521,60.4785,50.6135,24.3865,295.448,142.352,40.6258,19.5742,4905.30,0.00,1216.50,4172.40,5388.90,0.349565,234.43,126332.17,1219.04,1.09682,0.770243,0.106462,-0.625961,0.136942,0.00,0.00,0.00,10.2707,111.06,4905.30,1024.10,0.074596,4905.30,811,12.8909,9.94856,1.94591,4.02835,11.684,1,7.9835,4.4835,
