"TAZ","Type","HH","HH_POP","GQPop","Median_Inc","Pct_Worker","Pct_Child","Pct_Senior","HHOF1","HHOF2","HHOF3","HHOF4","HHOF5","HHOF6","HHOF7","Elem","High","College","StudGQ_UNR","StudOff_UNR","BuildingS_UNR","NAICS11","NAICS21","NAICS22","NAICS23","NAICS31","NAICS32","NAICS33","NAICS42","NAICS44","NAICS45","NAICS48","NAICS49","NAICS51","NAICS52","NAICS53","NAICS54","NAICS55","NAICS56","NAICS61","NAICS62","NAICS71","NAICS72","NAICS81","NAICS92","NAICS99","HotelRms","AWDT","IEEI_Distance","PCT_AUTO_EE","PCT_AUTO_IEEI","PCT_TRK_EE","PCT_TRK_IEEI","Industry","Office","Service_RateHigh","Service_RateLow","Retail","K12","PctHighPay","Enplanements","TotalEmp","Density","AreaType","ATSmoothed","EmpDensity","Cluster","ClusterName","Industry_EL","Industry_EH","Office_EL","Office_EH","Retail_EL","Retail_EH","Service_RateLow_EL","Service_RateLow_EH","Service_RateHigh_EL","Service_RateHigh_EH","walkability_attr","gs_home_attr","gs_work_attr","gs_other_attr","gs_total_attr","GSIndex","ApproachDensity","walk_attr_dens","IndEmpDensity","ApproachDensity_z","IndEmpDensity_z","walk_attr_dens_z","GSIndex_z","Walkability","wHH","wK12","wCollege","wRetail","wTotalEmp","access_general_sov_attr","access_nearby_sov_attr","access_walk_attr","access_transit_attr","access_employment_sov_attr","access_general_sov","access_nearby_sov","access_walk","access_transit","access_employment_sov","PctNearBusStop","PKTNCWait","OPTNCWait","AirportProd"
817,"Internal",284,768,0.00,102250.00,57.9427,22.2656,19.7917,48,107,61,32,25,7,4,0.00,0.00,0.00,,21,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,2,0.00,0.00,50,0,2,4764.26,"Suburban",1,12.3564,6,"NWReno-Skyline",0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,550.8,1846.00,3,547.8,2396.80,0.354563,0.00,14807.91,0.00,-0.362952,-0.294607,-0.13824,-0.582169,0.10634,30.2005,0.00,0.00,0.00,0.21268,550.8,144.4,1.13382,550.8,2,12.1035,8.74305,1.59067,1.10743,11.1974,0.00,10.7745,7.27449,5.57323
818,"Internal",124,330,1,107000.00,67.2727,22.4242,10.303,17,59,15,21,7,4,1,0.00,0.00,0.00,,11,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,2,0.00,0.00,1,0.00,0.00,0.00,,,,,,,0.00,0.00,0.4,4.6,0.00,0.00,0.00,0,5,5350.15,"Suburban",1,79.1792,6,"NWReno-Skyline",0.00,0.00,0.00,0.00,0.00,0.00,4.6,0.00,0.4,0.00,263.6,806,7.5,256.1,1069.60,0.37478,0.00,16938.01,0.00,-0.362952,-0.294607,-0.133566,-0.405032,0.108584,13.4644,0.00,0.00,0.00,0.542921,263.6,68,0.505495,263.6,5,12.0675,8.64201,1.49052,0.939171,11.1809,0.00403845,10.9275,7.4275,2.80386
819,"Internal",270,692,0.00,97979.00,55.0578,25.4335,19.5087,39,126,45,41,13,5,1,507,0.00,0.00,,21,,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,6,16,0.00,0.00,0.00,14,3,7,0.00,0.00,52,100,10,52,51,0.00,0.00,0.00,,,,,,,0.5,0.5,43.8,193.2,74,507,37.6471,0,312,4835.73,"Suburban",1,1276.57,6,"NWReno-Skyline",0.311765,0.188235,0.311765,0.188235,46.1412,27.8588,120.466,72.7341,27.3106,16.4894,3987.50,1755.00,1228.50,2760.30,5743.80,0.629947,32.7325,23501.11,2.04578,-0.15913,-0.29282,-0.119166,1.8307,0.143391,38.7155,72.6991,0.00,10.6109,44.7379,3987.50,723.3,1.90373,3987.50,312,12.1464,9.21233,1.97887,0.755934,11.1964,0.712611,10.5949,7.09494,7.5734
820,"Internal",227,671,0.00,107000.00,63.9344,23.994,12.0715,32,66,62,30,25,8,4,0.00,0.00,0.00,,18,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,50,0,0,2484.55,"Suburban",1,0.00,6,"NWReno-Skyline",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,431.3,1475.50,0.00,431.3,1906.80,0.350057,14.811,7060.42,0.00,-0.270725,-0.294607,-0.155239,-0.621652,0.106909,24.2683,0.00,0.00,0.00,0.00,431.3,113.5,0.911106,431.3,0.00,12.0829,8.88112,2.02996,1.50343,11.1689,0.431481,10.8616,7.36163,5.35476
821,"Internal",108,274,0.00,89231.00,75.5474,18.9781,5.47445,34,29,10,28,3,3,1,0.00,0.00,0.00,,7,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0,0,5586.94,"Urban",1,0.00,6,"NWReno-Skyline",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.2,702,0.00,205.2,907.2,0.350057,81.5612,18498.08,0.00,0.14492,-0.294607,-0.130143,-0.621652,0.114091,12.3218,0.00,0.00,0.00,0.00,205.2,54,0.462598,205.2,0.00,12.1711,9.36241,2.24378,1.5304,11.198,1,10.4933,6.99329,2.58376
822,"Internal",44,123,0.00,71406.00,69.1057,21.9512,8.94309,7,13,10,11,2,1,0.00,0.00,0.00,0.00,,2,,0.00,0.00,0.00,192,0.00,0.00,0.00,0.00,11,56,0.00,0.00,0.00,14,2,2,0.00,0.00,36,181,26,139,40,7,0.00,0.00,,,,,,,96,103,58.4,242.6,206,0.00,25.0559,0,706,18704.46,"Urban",1,10722.92,6,"NWReno-Skyline",71.9463,24.0537,77.1924,25.8076,154.385,51.6152,181.814,60.7857,43.7673,14.6327,6218.40,286,1059.00,5427.20,6772.20,0.331531,45.5648,102857.97,1458.07,-0.0792253,0.979044,0.0549556,-0.783969,0.112738,4.96049,0.00,0.00,23.2241,79.5933,6218.40,1327.30,0.354908,6218.40,706,12.2355,9.66725,2.3503,1.34596,11.2174,1,10.2333,6.73333,6.73082
823,"Internal",590,1386.00,0.00,71406.00,64.5022,24.0981,11.3997,169,223,96,50,36,9,7,0.00,0.00,0.00,,48,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,2,0.00,70,0.00,29,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,70,5.8,31.2,0.00,0.00,26.4706,0,107,9968.38,"Urban",1,686.367,6,"NWReno-Skyline",0.00,0.00,51.4706,18.5294,0.00,0.00,22.9412,8.25882,4.26471,1.53529,1538.20,3835.00,160.5,1559.70,5555.20,0.443762,83.3904,35634.65,0.00,0.15631,-0.294607,-0.0925428,0.199374,0.126132,74.4178,0.00,0.00,0.00,13.4961,1538.20,374.4,2.79387,1538.20,107,12.0463,8.9207,2.21612,1.15706,11.1527,0.992123,11.0194,7.51937,11.9925
824,"Internal",170,511,0.00,129643.00,56.5558,24.8532,18.591,24,41,42,46,10,4,3,0.00,0.00,0.00,,18,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,1,0.2,0.8,0.00,0.00,31.8182,0,2,2533.13,"Suburban",1,9.85384,6,"NWReno-Skyline",0.00,0.00,0.681818,0.318182,0.00,0.00,0.545455,0.254545,0.136364,0.0636364,331.6,1105.00,3,331.2,1439.20,0.357539,0.00,7090.82,0.00,-0.362952,-0.294607,-0.155172,-0.556094,0.106276,18.0669,0.00,0.00,0.00,0.212552,331.6,86.7,0.678287,331.6,2,11.84,8.17617,1.26033,0.0892501,11.0723,0.00,11.9562,8.45619,3.62324
825,"Internal",150,400,0.00,133611.00,64.5,24.75,10.75,22,58,33,28,5,2,2,0.00,0.00,0.00,,10,,0.00,0.00,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,1.5,3.5,0.00,0.00,0.00,0.00,38.4615,0,5,3934.56,"Suburban",1,48.2353,6,"NWReno-Skyline",0.923077,0.576923,2.15385,1.34615,0.00,0.00,0.00,0.00,0.00,0.00,300,975,7.5,301.6,1284.10,0.368284,67.5294,12387.79,14.4706,0.0575458,-0.281967,-0.14355,-0.461944,0.114379,17.1568,0.00,0.00,0.00,0.571895,300,77.5,0.644119,300,5,12.0265,8.92703,2.14711,1.03268,11.1413,0.41774,11.1053,7.6053,3.26341
826,"Internal",114,197,0.00,63274.00,57.3604,13.198,29.4416,74,16,13,3,8,0.00,0.00,0.00,0.00,0.00,,10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,33.3333,0,0,1602.24,"Suburban",1,0.00,6,"NWReno-Skyline",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216.6,741,0.00,216.6,957.6,0.350057,24.3997,7788.37,0.00,-0.211018,-0.294607,-0.153642,-0.621652,0.10787,12.2972,0.00,0.00,0.00,0.00,216.6,57,0.461675,216.6,0.00,11.9918,8.47408,0.600053,0.00,11.1729,0.00,11.2583,7.75827,1.41046
827,"Internal",460,1053.00,0.00,89231.00,68.9459,18.3286,12.7255,160,160,57,42,24,5,12,544,1647.00,0.00,,36,,0.00,0.00,0.00,17,0.00,0.00,0.00,41,0.00,0.00,0.00,0.00,0.00,0.00,8,8,0.00,0.00,188,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,49.5,8.5,75.2,128.8,0.00,2191.00,68.3673,0,262,6101.11,"Suburban",1,1091.59,6,"NWReno-Skyline",15.6582,33.8418,2.68878,5.81122,0.00,0.00,40.7429,88.0571,23.7878,51.4122,5476.90,2990.00,3679.50,1819.50,8489.00,0.642128,0.00,35368.26,206.235,-0.362952,-0.114457,-0.0931274,1.93742,0.141747,65.2037,310.568,0.00,0.00,37.1378,5476.90,503.8,4.04209,5476.90,262,11.9694,8.65751,2.07847,0.917791,11.1112,0.291525,11.3582,7.85821,11.6855
828,"Internal",234,639,0.00,133611.00,53.2081,31.4554,15.3365,28,90,55,48,5,7,1,481,0.00,0.00,,24,,0.00,0.00,0.00,59,0.00,0.00,0.00,13,0.00,7,2,0.00,0.00,0.00,8,6,0.00,3,53,0.00,3,18,23,0.00,0.00,0.00,,,,,,,44.5,32.5,22.1,70.9,25,481,60,0,195,6413.38,"Suburban",1,1323.15,6,"NWReno-Skyline",17.8,26.7,13,19.5,10,15,28.36,42.54,8.84,13.26,2385.40,1521.00,1014.00,1455.90,3990.90,0.657112,0.00,27079.82,301.95,-0.362952,-0.0308486,-0.111313,2.0687,0.143248,33.5201,68.9024,0.00,3.58121,27.9334,2385.40,369.6,1.63813,2385.40,195,12.0341,8.94245,2.07045,0.877882,11.1415,0.709293,11.072,7.57203,6.13303
829,"Internal",273,657,0.00,105278.00,59.0563,26.6362,14.3075,92,80,34,45,12,7,3,968,0.00,0.00,,29,,9,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,9.5,0.5,32.4,51.6,0.00,968,47.8261,0,94,6842.28,"Urban",1,799.379,6,"NWReno-Skyline",4.95652,4.54348,0.26087,0.23913,0.00,0.00,26.9217,24.6783,16.9043,15.4957,2471.10,1774.50,1593.00,879.4,4246.90,0.641839,0.00,36115.79,80.7883,-0.362952,-0.224037,-0.0914872,1.93489,0.141755,38.6991,137.219,0.00,0.00,13.325,2471.10,242.3,2.15723,2471.10,94,12.0916,8.79335,2.31473,0.807684,11.2018,0.897086,10.8249,7.3249,5.68799
830,"Internal",281,576,0.00,76071.00,67.8819,17.1875,14.9306,134,75,29,24,12,0.00,7,0.00,0.00,0.00,,20,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,24,0.00,0.00,0.00,0.00,20,0.00,0.00,0.00,0.00,0.00,9,47,14,0.00,0.00,0.00,,,,,,,0.00,0.00,2.7,40.3,79,0.00,32.2222,0,122,6662.10,"Urban",1,1058.92,6,"NWReno-Skyline",0.00,0.00,0.00,0.00,53.5444,25.4556,27.3144,12.9856,1.83,0.87,2252.00,1826.50,183,2069.00,4078.50,0.540082,0.00,35399.89,0.00,-0.362952,-0.294607,-0.0930579,1.04331,0.128596,36.1354,0.00,0.00,10.1591,15.6887,2252.00,516,1.43042,2252.00,122,12.118,8.82325,1.98381,0.545306,11.2185,0.782024,10.7135,7.21351,5.88199
831,"Internal",99,260,0.00,107000.00,59.2308,29.2308,11.5385,27,33,11,13,10,3,2,0.00,0.00,0.00,,7,,0.00,0.00,0.00,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,3,3,0.00,15,0.00,0.00,40,0,21,4253.93,"Suburban",1,304.918,6,"NWReno-Skyline",1.8,1.2,1.8,1.2,0.00,0.00,9,6,0.00,0.00,290.1,643.5,31.5,266.4,941.4,0.451552,0.00,13669.03,43.5597,-0.362952,-0.256557,-0.140739,0.267629,0.116886,11.5717,0.00,0.00,0.00,2.45461,290.1,70.5,0.434438,290.1,21,11.818,8.33853,1.39926,0.127155,11.0375,0.00,12.0614,8.56142,2.09587
832,"Internal",229,602,0.00,133611.00,53.1561,25.5814,21.2625,61,73,32,34,13,14,2,0.00,0.00,0.00,,21,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,0.00,0.00,0.00,8,0.00,0.00,6,0.00,0.00,0.00,,,,,,,0.00,0.00,1.6,18.4,0.00,0.00,52,0,20,4563.46,"Suburban",1,144.093,6,"NWReno-Skyline",0.00,0.00,0.00,0.00,0.00,0.00,8.832,9.568,0.768,0.832,547.1,1488.50,30,517.1,2035.60,0.400549,21.614,14665.83,0.00,-0.228364,-0.294607,-0.138552,-0.179246,0.113423,25.9738,0.00,0.00,0.00,2.26845,547.1,138.5,0.975133,547.1,20,11.7828,8.23165,2.01321,0.163007,11.0359,1.93155e-05,12.2318,8.73175,4.17263
833,"Internal",89,230,0.00,63274.00,52.1739,25.6522,22.1739,33,17,17,10,4,4,4,0.00,0.00,0.00,,9,,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,1,2,0.00,6,0.00,0.00,50,0,9,679.861,"Suburban",1,25.0634,6,"NWReno-Skyline",0.5,0.5,1,1,0.00,0.00,3,3,0.00,0.00,211.7,578.5,13.5,203.4,795.4,0.405344,0.00,2215.05,2.78482,-0.362952,-0.292174,-0.165871,-0.137239,0.111144,9.8918,0.00,0.00,0.00,1.00029,211.7,53.2,0.371368,211.7,9,11.9798,8.4634,1.15826,0.00,11.1645,0.0347721,11.3115,7.81153,1.57825
834,"Internal",6,18,0.00,63274.00,61.1111,33.3333,5.55556,0.00,2,2,2,0.00,0.00,0.00,0.00,0.00,0.00,,1,,0.00,0.00,0.00,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,1,5,0.00,0.00,0.00,0.00,,,,,,,7,12,0.3,0.7,5,0.00,65.2568,0,25,929.459,"Suburban",1,405.855,6,"NWReno-Skyline",2.43202,4.56798,4.16918,7.83082,1.73716,3.26284,0.243202,0.456798,0.10423,0.19577,167.5,39,37.5,161.2,237.7,0.488283,97.4053,3858.87,113.64,0.243579,-0.195341,-0.162264,0.589458,0.131398,0.78839,0.00,0.00,0.656992,3.28496,167.5,34.2,0.0343703,167.5,25,12.0111,9.33387,0.46761,0.00,11.1584,0.00,11.1731,7.67311,0.37387
835,"Internal",426,870,12,105278.00,60.6897,29.6552,9.65517,222,104,35,32,11,2,20,0.00,0.00,0.00,,30,,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.5,0.5,0.00,15,0.00,0.00,9.52381,0,16,8384.42,"Urban",1,149.869,6,"NWReno-Skyline",0.452381,0.047619,0.452381,0.047619,0.00,0.00,13.5714,1.42857,0.00,0.00,896.4,2769.00,24,873.7,3666.70,0.372891,0.00,34345.21,4.6834,-0.362952,-0.290516,-0.0953721,-0.421584,0.109248,46.5396,0.00,0.00,0.00,1.74797,896.4,231.5,1.74724,896.4,16,12.003,8.74705,2.14613,0.973613,11.148,1,11.2088,7.70878,6.70207
836,"Internal",233,624,0.00,101721.00,57.2115,27.4038,15.3846,32,102,35,48,8,5,3,0.00,0.00,0.00,,20,,0.00,0.00,0.00,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,11,11,0.00,0.00,0.00,0.00,66.6667,0,22,4037.15,"Suburban",1,134.87,6,"NWReno-Skyline",3.66667,7.33333,3.66667,7.33333,0.00,0.00,0.00,0.00,0.00,0.00,508.7,1514.50,33,504.3,2051.80,0.394492,0.00,12578.42,67.4348,-0.362952,-0.235701,-0.143132,-0.232318,0.110488,25.7436,0.00,0.00,0.00,2.43073,508.7,127.5,0.966492,508.7,22,11.8891,8.46988,1.7556,0.626561,11.0888,0.304738,11.7253,8.22529,4.65289
837,"Internal",32,70,0.00,89231.00,70,15.7143,14.2857,12,11,4,3,1,0.00,1,0.00,0.00,0.00,,3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0,0,954.157,"Suburban",1,0.00,6,"NWReno-Skyline",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.8,208,0.00,60.8,268.8,0.350057,0.00,3663.96,0.00,-0.362952,-0.294607,-0.162692,-0.621652,0.105329,3.37052,0.00,0.00,0.00,0.00,60.8,16,0.12654,60.8,0.00,11.627,7.94046,0.975817,0.00,10.9469,0.00,13.0191,9.51906,0.611616
838,"Internal",652,1300.00,0.00,60745.00,74.6923,18,7.30769,278,235,55,53,16,10,5,0.00,0.00,0.00,,40,,3,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,13,1,0.00,0.00,0.00,0.00,0.00,0.00,6,0.00,0.00,0.00,,,,,,,4,0.00,0.00,20,0.00,0.00,70,0,24,11675.95,"Urban",1,209.484,6,"NWReno-Skyline",1.2,2.8,0.00,0.00,0.00,0.00,6,14,0.00,0.00,1362.80,4238.00,36,1326.80,5600.80,0.371279,34.9139,48886.50,34.9139,-0.145547,-0.264109,-0.0634662,-0.43571,0.113286,73.8624,0.00,0.00,0.00,2.71886,1362.80,352,2.77302,1362.80,24,12.0459,8.79384,1.9358,0.656715,11.1777,0.622928,11.0208,7.52085,12.3539
839,"Internal",193,633,0.00,142843.00,57.9779,24.9605,17.0616,12,51,42,57,22,8,1,0.00,0.00,0.00,,20,,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,,,,,,,1,1,0.00,2,1,0.00,52,0,5,1927.86,"Suburban",1,15.0415,6,"NWReno-Skyline",0.48,0.52,0.48,0.52,0.48,0.52,0.96,1.04,0.00,0.00,402.6,1254.50,7.5,397.7,1659.70,0.371237,0.00,4992.86,3.00829,-0.362952,-0.291979,-0.159776,-0.43607,0.107617,20.7701,0.00,0.00,0.107617,0.538085,402.6,104,0.780552,402.6,5,11.6191,7.888,1.41156,0.00,10.9485,0.00,13.0604,9.5604,4.62174
840,"Internal",141,406,0.00,129643.00,55.4187,25.3695,19.2118,16,53,27,27,14,3,1,0.00,0.00,0.00,,13,,0.00,0.00,0.00,11,0.00,0.00,0.00,0.00,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,1,3,2,0.00,0.00,0.00,,,,,,,5.5,5.5,0.7,4.3,10,0.00,25,0,26,736.029,"Rural",,42.8284,6,"NWReno-Skyline",4.125,1.375,4.125,1.375,7.5,2.5,3.225,1.075,0.525,0.175,515.9,916.5,39,491.2,1446.70,0.482656,4.94174,2383.07,9.05986,-0.33218,-0.286693,-0.165502,0.540157,0.12039,16.975,0.00,0.00,1.2039,3.13014,515.9,123,0.646036,515.9,26,11.747,8.1271,0.941766,0.00,11.0125,0.00,12.4078,8.90781,3.00308
841,"Internal",359,877,0.00,101721.00,62.5998,21.7788,15.6214,105,117,61,44,19,7,6,0.00,0.00,0.00,,29,,0.00,0.00,0.00,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,5,0.00,7,0.00,57,0.00,1,0.00,0.00,0.00,0.00,,,,,,,3.5,10.5,11.4,55.6,1,0.00,15.3846,0,82,1858.65,"Suburban",1,151.538,6,"NWReno-Skyline",2.96154,0.538462,8.88462,1.61538,0.846154,0.153846,47.0462,8.55385,9.64615,1.75385,1118.00,2333.50,123,1022.30,3478.80,0.462451,12.9361,6428.89,6.46807,-0.2824,-0.288957,-0.156625,0.363123,0.119107,42.7595,0.00,0.00,0.119107,9.7668,1118.00,271,1.60619,1118.00,82,11.706,7.9714,1.24669,0.00,11.0182,0.0224887,12.6129,9.11286,7.43171
842,"Internal",95,346,0.00,101721.00,61.8497,29.4798,8.67052,2,17,30,19,19,7,1,0.00,0.00,0.00,,12,,0.00,0.00,0.00,1,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,1,7,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,,,,,,,1.5,0.5,0.00,10,0.00,0.00,100,0,12,2824.36,"Urban",1,92.896,6,"NWReno-Skyline",0.00,1.5,0.00,0.5,0.00,0.00,0.00,10,0.00,0.00,242.5,617.5,18,225.8,861.3,0.416832,0.00,6667.61,11.612,-0.362952,-0.284464,-0.156101,-0.0365781,0.11263,10.6999,0.00,0.00,0.00,1.35156,242.5,60.5,0.401705,242.5,12,11.8682,8.32098,1.47129,0.00,11.0978,0.0377713,11.8228,8.32283,2.79447
843,"Internal",32,79,0.00,99028.00,53.1646,12.6582,34.1772,2,21,4,3,1,1,0.00,0.00,0.00,0.00,,2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,3,0.00,0.00,9.91736,0,3,858.803,"Urban",1,30.7776,6,"NWReno-Skyline",0.00,0.00,0.00,0.00,0.00,0.00,2.70248,0.297521,0.00,0.00,77.6,208,4.5,73.1,285.6,0.403832,0.00,2930.03,0.00,-0.362952,-0.294607,-0.164302,-0.150484,0.111015,3.55249,0.00,0.00,0.00,0.333046,77.6,19.6,0.133371,77.6,3,11.8206,8.2259,1.16687,0.00,11.0747,0.00,12.0488,8.54885,0.544966
844,"Internal",8,22,0.00,99028.00,63.6364,27.2727,9.09091,0.00,4,2,2,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,7,0.00,427,33,186,25,14,9,5,9,679,0.00,0.00,0.00,34,60,438,32,30,3,15,17,0.00,0.00,0.00,,,,,,,1166.50,711.5,19.7,96.3,29,0.00,68.2283,0,2023,9746.11,"Suburban",1,6164.53,6,"NWReno-Skyline",370.617,795.883,226.056,485.444,9.2138,19.7862,30.5962,65.7038,6.25903,13.441,6841.10,52,3034.50,5656.50,8743.00,0.460925,12.1889,26641.86,3554.58,-0.287053,2.81038,-0.112274,0.349759,0.119941,0.959532,0.00,0.00,3.4783,242.642,6841.10,1201.10,0.0612866,6841.10,2023.00,11.7828,8.3452,0.00,0.00,11.0579,0.00,12.2318,8.73183,18.4759
845,"Internal",594,1616.00,0.00,142843.00,58.5396,26.7946,14.6658,85,245,106,93,42,14,9,0.00,0.00,0.00,,52,,1,0.00,0.00,3,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,16,0.00,0.00,2,9,1,0.00,0.00,0.00,,,,,,,3.5,17.5,0.6,7.4,9,0.00,40,0,38,3845.10,"Suburban",1,87.1976,6,"NWReno-Skyline",2.1,1.4,10.5,7,5.4,3.6,4.44,2.96,0.36,0.24,1404.70,3861.00,57,1393.20,5311.20,0.402614,6.88402,12187.47,8.03136,-0.320086,-0.287591,-0.14399,-0.161157,0.112039,66.5514,0.00,0.00,1.00835,4.2575,1404.70,354,2.50586,1404.70,38,11.2565,7.32368,1.32326,0.00,10.7629,0.00,15.1248,11.6248,12.0724
847,"Internal",222,567,0.00,99028.00,61.7284,17.6367,20.6349,36,104,28,37,12,4,1,0.00,0.00,0.00,,15,,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,2,0.00,0.00,0.00,3,0.00,0.00,7,0.00,0.00,0.00,,,,,,,0.5,0.5,0.6,22.4,0.00,0.00,76.5957,0,24,1067.89,"Suburban",1,42.3849,6,"NWReno-Skyline",0.117021,0.382979,0.117021,0.382979,0.00,0.00,5.24255,17.1574,0.140426,0.459574,553.6,1443.00,36,518.9,1997.90,0.410562,0.00,3528.36,0.883018,-0.362952,-0.293836,-0.162989,-0.0915136,0.111781,24.8153,0.00,0.00,0.00,2.68274,553.6,139.1,0.931643,553.6,24,11.5625,7.72164,0.125499,0.00,10.9507,0.00,13.3612,9.86115,4.58012
848,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,5,0.00,0.00,45.0082,0,5,136.588,"Suburban",1,86.9916,6,"NWReno-Skyline",0.00,0.00,0.00,0.00,0.00,0.00,2.74959,2.25041,0.00,0.00,28,0.00,7.5,20.5,28,0.392219,52.195,487.153,0.00,-0.03794,-0.294607,-0.169662,-0.252231,0.114873,0.00,0.00,0.00,0.00,0.574363,28,6,0.00,28,5,11.7554,8.06727,0.266251,0.00,11.0459,0.00,12.366,8.866,
