"TAZ","Type","HH","HH_POP","GQPop","Median_Inc","Pct_Worker","Pct_Child","Pct_Senior","HHOF1","HHOF2","HHOF3","HHOF4","HHOF5","HHOF6","HHOF7","Elem","High","College","StudGQ_UNR","StudOff_UNR","BuildingS_UNR","NAICS11","NAICS21","NAICS22","NAICS23","NAICS31","NAICS32","NAICS33","NAICS42","NAICS44","NAICS45","NAICS48","NAICS49","NAICS51","NAICS52","NAICS53","NAICS54","NAICS55","NAICS56","NAICS61","NAICS62","NAICS71","NAICS72","NAICS81","NAICS92","NAICS99","HotelRms","AWDT","IEEI_Distance","PCT_AUTO_EE","PCT_AUTO_IEEI","PCT_TRK_EE","PCT_TRK_IEEI","Industry","Office","Service_RateHigh","Service_RateLow","Retail","K12","PctHighPay","Enplanements"
1545,"Internal",105,251,0.00,112206.00,54.9801,15.1394,29.8805,15,57,17,12,2,1,1,0.00,0.00,0.00,,8,,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,13,0.00,0.00,0.00,0.00,0.00,0.00,2,21,0.00,0.00,,,,,,,0.5,21.5,0.00,16,0.00,0.00,60,0
1602,"Internal",40,71,0.00,171774.00,46.4789,23.9437,29.5775,12,26,1,1,0.00,0.00,0.00,0.00,0.00,0.00,,2,,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,1,0.00,0.00,0.00,0.00,0.00,33.8462,0
1603,"Internal",166,485,0.00,52429.00,63.5052,20.4124,16.0825,16,70,31,27,11,4,7,0.00,0.00,0.00,,15,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.2,2.8,0.00,0.00,68.6567,0
1604,"Internal",29,81,0.00,60000.00,60.4938,24.6914,14.8148,2,14,6,4,2,0.00,1,0.00,0.00,0.00,,2,,0.00,0.00,0.00,22,0.00,0.00,29,0.00,0.00,0.00,0.00,1308.00,0.00,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,1348.00,11,0.00,3,0.00,0.00,36.1897,0
1605,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0.00,11,0.00,0.00,0.00,0.00,22,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,5,0.00,4.4,28.6,0.00,0.00,37.5,0
1606,"Internal",152,378,19,60000.00,65.0794,19.5767,15.3439,42,64,17,7,10,5,7,0.00,0.00,0.00,,15,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,2,0.00,0.00,45.0082,0
1607,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,0.00,7,3,0.00,0.00,0.00,0.00,0.00,8,13,65,18,0.00,0.00,0.00,,,,,,,0.00,0.00,5.5,43.5,68,0.00,56.8289,0
1608,"Internal",158,456,0.00,107222.00,61.8421,25.8772,12.2807,44,36,20,23,23,11,1,0.00,0.00,0.00,,9,,0.00,0.00,0.00,11,0.00,0.00,0.00,2,14,70,0.00,1701.00,0.00,0.00,3,0.00,0.00,6,0.00,0.00,1,6,6,0.00,0.00,0.00,,,,,,,1708.50,11.5,0.3,9.7,90,0.00,21.1765,0
1609,"Internal",17,48,0.00,60000.00,43.75,33.3333,22.9167,4,3,6,1,2,1,0.00,0.00,0.00,0.00,,1,,0.00,0.00,0.00,0.00,0.00,0.00,61,13,0.00,0.00,32,124,0.00,0.00,0.00,5,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,230,2,0.00,5,0.00,0.00,29.6296,0
1610,"Internal",0.00,0.00,9,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,413,0.00,0.00,0.00,3,0.00,0.00,0.00,0.00,0.00,32,1,9,9,0.00,0.00,0.00,,,,,,,0.00,0.00,6.7,38.3,430,0.00,45.0082,0
1611,"Internal",718,2157.00,0.00,107989.00,54.4738,26.1474,19.3788,136,187,81,225,45,29,15,0.00,0.00,0.00,,47,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
1612,"Internal",10,23,0.00,87229.00,60.8696,13.0435,26.087,3,4,1,1,1,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,5,0.00,0.00,20.1439,0
1613,"Internal",66,167,0.00,57353.00,66.4671,26.9461,6.58683,14,28,10,6,6,1,1,0.00,0.00,0.00,,6,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
1614,"Internal",320,814,0.00,57353.00,65.9705,27.2727,6.75676,69,130,51,30,31,6,3,0.00,0.00,0.00,,18,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,10,0.00,0.00,69.2308,0
1615,"Internal",536,1572.00,6,107989.00,62.8499,28.0534,9.09669,95,157,106,92,50,25,11,0.00,0.00,0.00,,49,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,11,0.00,0.00,28.9474,0
1616,"Internal",242,682,0.00,107989.00,65.8358,32.1114,2.05279,44,79,57,27,14,16,5,1702.00,0.00,0.00,,21,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,158,0.00,3,16,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,64.1,96.9,16,1702.00,37.5,0
1617,"Internal",342,863,6,87229.00,59.9073,22.4797,17.613,78,145,48,30,23,10,8,0.00,0.00,0.00,,20,,1,0.00,0.00,2,0.00,0.00,0.00,0.00,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,9,7,0.00,0.00,0.00,,,,,,,2,1,0.6,8.4,20,0.00,44.6746,0
1618,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36,0.00,0.00,0.00,294,0.00,0.00,0.00,0.00,0.00,71,0.00,0.00,1,6,0.00,0.00,0.00,0.00,,,,,,,330,71,0.3,0.7,6,0.00,8.82353,0
1619,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,46,0.00,0.00,0.00,0.00,8,0.00,0.00,0.00,0.00,0.00,14,71,7,0.00,0.00,0.00,,,,,,,0.00,0.00,4.2,24.8,128,0.00,25,0
1620,"Internal",166,504,0.00,57353.00,66.6667,27.1825,6.15079,12,61,38,32,15,3,5,0.00,0.00,0.00,,11,,0.00,0.00,2,10,9,0.00,0.00,0.00,8,6,0.00,0.00,0.00,0.00,10,0.00,0.00,0.00,0.00,0.00,10,56,15,0.00,0.00,0.00,,,,,,,16,5,3,32,70,0.00,60.6205,0
1621,"Internal",3,7,0.00,60000.00,57.1429,28.5714,14.2857,0.00,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,13,0.00,0.00,0.00,16,0.00,0.00,0.00,0.00,0.00,0.00,8,0.00,0.00,0.00,0.00,0.00,0.00,3,3,0.00,0.00,0.00,,,,,,,22.5,6.5,0.00,11,3,0.00,70.9677,0
1622,"Internal",428,1149.00,0.00,57857.00,62.4021,26.8059,10.792,104,139,60,61,46,13,5,0.00,0.00,0.00,,29,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18,0.00,0.00,0.00,0.00,0.00,1,8,8,0.00,0.00,0.00,,,,,,,0.00,0.00,0.3,26.7,8,0.00,50,0
1623,"Internal",681,1891.00,0.00,65350.00,61.3432,28.8736,9.78318,133,236,113,99,61,27,12,0.00,0.00,0.00,,39,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,0.00,0.00,17,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,3.4,16.6,0.00,0.00,33.3333,0
1624,"Internal",176,526,0.00,73553.00,62.3574,33.8403,3.80228,33,48,34,35,10,7,9,0.00,0.00,0.00,,17,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,1,0.00,0.00,45.0082,0
1625,"Internal",307,829,0.00,73553.00,56.8154,31.0012,12.1834,89,35,92,72,12,3,4,0.00,0.00,0.00,,27,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,5,0.00,0.00,40,0
1626,"Internal",472,1480.00,0.00,77125.00,60.5405,29.0541,10.4054,61,150,82,77,64,21,17,0.00,0.00,0.00,,39,,0.00,0.00,0.00,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,,,,,,,4,14,0.00,1,0.00,0.00,16.6667,0
1627,"Internal",171,496,0.00,69940.00,56.8548,26.8145,16.3306,30,56,27,35,9,10,4,0.00,0.00,0.00,,14,,0.00,0.00,0.00,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,4,4,0.00,0.00,0.00,0.00,0.00,0
1628,"Internal",85,258,0.00,57353.00,65.5039,26.3566,8.13954,11,20,28,14,6,5,1,0.00,0.00,0.00,,10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,2,0.00,0.00,7.5,0
1629,"Internal",189,590,0.00,57353.00,61.1864,30.339,8.47458,35,31,52,36,18,16,1,0.00,0.00,0.00,,13,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,2,0.00,37.2093,0
1630,"Internal",336,800,0.00,66490.00,64.75,29.125,6.125,95,135,34,42,20,5,5,0.00,0.00,0.00,,22,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,8,0.00,0.00,0.00,0
1631,"Internal",118,301,0.00,77125.00,56.8106,27.2425,15.9468,32,40,13,21,8,2,2,0.00,0.00,0.00,,10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.2,5.8,0.00,0.00,28.7037,0
1632,"Internal",1027.00,3531.00,0.00,101023.00,61.484,33.1351,5.38091,101,272,200,222,79,68,85,0.00,0.00,0.00,,97,,0.00,0.00,0.00,26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,98,0.00,5,0.00,0.00,0.00,1,5,0.00,0.00,0.00,,,,,,,13,18,0.00,108,1,0.00,25.641,0
1633,"Internal",484,1231.00,0.00,52377.00,57.7579,26.7262,15.5158,126,171,80,46,37,14,10,666,0.00,0.00,,29,,0.00,0.00,0.00,6,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,11,0.00,6,0.00,63,0.00,8,45,18,0.00,0.00,0.00,,,,,,,3,9,27.6,72.4,47,666,56.4315,0
1634,"Internal",606,1853.00,0.00,87420.00,61.5219,31.5704,6.90772,88,187,108,109,68,31,15,0.00,0.00,0.00,,39,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,187,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13,64,0.00,10,0.00,0.00,,,,,,,187,10,3.9,9.1,64,0.00,16.6667,0
1635,"Internal",495,1182.00,0.00,84100.00,65.8206,21.2352,12.9442,162,153,84,44,33,12,7,0.00,0.00,0.00,,34,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,8,0.00,0.00,16.6667,0
1636,"Internal",456,1316.00,0.00,64447.00,60.8663,32.3708,6.76292,80,132,95,90,33,20,6,332,0.00,0.00,,30,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,14,1,7,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,3.1,13.9,8,332,71.8163,0
1637,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,238,154,0.00,0.00,7,18,306,0.00,0.00,3,0.00,30,83,0.00,0.00,13,67,8,0.00,0.00,0.00,,,,,,,716,113,3.9,20.1,74,0.00,9.09091,0
1638,"Internal",147,487,0.00,76468.00,64.0657,32.6489,3.28542,11,52,24,21,25,7,7,0.00,0.00,0.00,,12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,3,0.00,0.00,45.0082,0
1639,"Internal",133,378,9,84100.00,60.582,25.6614,13.7566,28,35,18,38,11,2,1,0.00,0.00,0.00,,10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,93.5484,0
1640,"Internal",458,1414.00,5,73696.00,57.355,29.703,12.942,74,116,100,85,46,21,16,480,0.00,0.00,,26,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51,0.00,0.00,0.00,1,0.00,0.00,0.00,,,,,,,0.00,0.00,20.4,31.6,0.00,480,45.0082,0
1641,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,180,42,0.00,84,0.00,0.00,48,699,0.00,0.00,0.00,64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,1053.00,0.00,0.00,64,0.00,0.00,45.0082,0
1642,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
1643,"Internal",234,637,0.00,84100.00,64.9922,28.8854,6.12245,50,79,44,25,22,11,3,0.00,0.00,0.00,,13,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,15,0.00,15,0
1644,"Internal",634,1911.00,0.00,76468.00,58.7127,30.4553,10.832,87,196,111,144,67,15,14,0.00,0.00,0.00,,46,,0.00,0.00,0.00,8,0.00,0.00,90,10,5,16,0.00,91,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,8,40,94,0.00,0.00,0.00,,,,,,,195,7,2.4,99.6,61,0.00,60.9524,0
1645,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,47,10,53,0.00,0.00,29,99,0.00,0.00,0.00,32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,238,0.00,0.00,32,0.00,0.00,35.316,0
1646,"Internal",43,150,0.00,60000.00,54.6667,27.3333,18,8,7,5,9,9,3,2,0.00,0.00,0.00,,2,,0.00,0.00,0.00,194,131,0.00,0.00,216,0.00,5,0.00,746,0.00,0.00,6,0.00,0.00,61,0.00,0.00,0.00,2,5,0.00,0.00,0.00,,,,,,,1190.00,158,0.00,11,7,0.00,22.7273,0
1647,"Internal",270,921,0.00,90071.00,59.6091,35.8306,4.56026,36,51,49,61,54,11,8,0.00,0.00,0.00,,23,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,62,0.00,0.00,0.00,0.00,0.00,51.5638,0
1648,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73,233,0.00,0.00,0.00,39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,306,0.00,0.00,39,0.00,0.00,45.0082,0
1650,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,50,0
1651,"Internal",506,1537.00,25,81393.00,58.4255,34.3526,7.22186,98,116,107,84,65,27,9,0.00,0.00,0.00,,33,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,5,0.00,0.00,1,0.00,0.00,0.00,,,,,,,0.00,0.00,1,6,0.00,0.00,45.0082,0
1652,"Internal",38,118,0.00,52377.00,56.7797,25.4237,17.7966,9,9,5,5,6,2,2,0.00,0.00,0.00,,2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,50,0
1653,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,30,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,1.8,4.2,30,0.00,64.0845,0
1654,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,60.3175,0
1655,"Internal",82,281,0.00,90071.00,46.6192,48.7544,4.62634,9,17,16,22,9,6,3,0.00,421,0.00,,17,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53,22,188,0.00,0.00,8,0.00,0.00,0.00,,,,,,,0.00,53,46.4,171.6,0.00,421,58.8578,0
1656,"Internal",1,2,0.00,90071.00,100,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,494,0.00,0.00,,0.00,,40,0.00,0.00,32,163,202,327,72,0.00,0.00,406,201,0.00,0.00,6,32,10,17,83,0.00,1,7,0.00,0.00,0.00,0.00,,,,,,,1427.00,43,33.5,88.5,7,494,50,0
1657,"Internal",186,533,0.00,69940.00,58.9118,21.3884,19.6998,24,71,40,24,11,10,6,0.00,0.00,0.00,,11,,1,0.00,0.00,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,3,0.00,0.00,0.00,,,,,,,4,5,0.00,3,0.00,0.00,45.0082,0
1658,"Internal",2,8,0.00,107599.00,50,25,25,0.00,1,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,172,0.00,0.00,0.00,0.00,0.00,592,0.00,0.00,0.00,0.00,0.00,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,764,10,0.00,0.00,0.00,0.00,51.8519,0
1659,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,6,0.00,10,29,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,1,5,3,0.00,0.00,0.00,,,,,,,45,8,0.3,3.7,5,0.00,45.0082,0
1660,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,49.1566,0
1661,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,9,45,383,2,11,0.00,0.00,0.00,219,0.00,0.00,0.00,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,664.5,4.5,0.00,18,0.00,0.00,20.9302,0
1662,"Internal",119,343,0.00,94350.00,50.4373,23.3236,26.2391,20,43,22,16,3,13,2,0.00,0.00,0.00,,6,,0.00,0.00,0.00,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,10.5,10.5,0.2,0.8,0.00,0.00,100,0
1663,"Internal",7,13,0.00,107841.00,69.2308,23.0769,7.69231,5,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
1664,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,47.0588,0
1665,"Internal",333,917,0.00,96052.00,60.4144,18.5387,21.0469,62,121,63,30,42,11,4,0.00,0.00,0.00,,24,,0.00,0.00,0.00,28,0.00,0.00,0.00,1,282,108,0.00,0.00,0.00,18,0.00,2,0.00,0.00,0.00,5,29,148,13,0.00,0.00,0.00,,,,,,,15,14,9.7,57.3,538,0.00,31.0345,0
1666,"Internal",409,1028.00,0.00,107567.00,56.0311,20.1362,23.8327,82,181,60,49,19,13,5,0.00,0.00,0.00,,24,,0.00,0.00,0.00,33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,2,2,0.00,0.00,0.00,,,,,,,16.5,16.5,0.00,4,2,0.00,66.9339,0
1667,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,6,0.00,0.00,5,0.00,0.00,114,0.00,0.00,0.00,18,47,0.00,0.00,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70,0.00,0.00,,,,,,,187.5,72.5,0.00,3,0.00,0.00,9.09091,0
1668,"Internal",281,763,0.00,94350.00,68.152,12.1887,19.6592,46,113,42,52,17,5,6,0.00,0.00,0.00,,16,,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,,,,,,,2.5,4.5,0.00,2,0.00,0.00,45.0082,0
1669,"Internal",1,1,0.00,107841.00,100,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,40,0
