"TAZ","Type","HH","HH_POP","GQPop","Median_Inc","Pct_Worker","Pct_Child","Pct_Senior","HHOF1","HHOF2","HHOF3","HHOF4","HHOF5","HHOF6","HHOF7","Elem","High","College","StudGQ_UNR","StudOff_UNR","BuildingS_UNR","NAICS11","NAICS21","NAICS22","NAICS23","NAICS31","NAICS32","NAICS33","NAICS42","NAICS44","NAICS45","NAICS48","NAICS49","NAICS51","NAICS52","NAICS53","NAICS54","NAICS55","NAICS56","NAICS61","NAICS62","NAICS71","NAICS72","NAICS81","NAICS92","NAICS99","HotelRms","AWDT","IEEI_Distance","PCT_AUTO_EE","PCT_AUTO_IEEI","PCT_TRK_EE","PCT_TRK_IEEI","Industry","Office","Service_RateHigh","Service_RateLow","Retail","K12","PctHighPay","Enplanements"
584,"Internal",442,1215.00,0.00,84280.00,57.5309,27.2428,15.2263,89,142,98,58,28,13,14,0.00,0.00,0.00,,24,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,10,0.00,0.00,5,22,2,0.00,0.00,0.00,,,,,,,0.00,10,1.5,6.5,22,0.00,29.1667,0
585,"Internal",208,354,0.00,51449.00,75.1412,20.6215,4.23729,129,51,10,8,3,3,4,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,1,12,0.00,0.00,45.0082,0
586,"Internal",9,22,0.00,88133.00,59.0909,31.8182,9.09091,3,4,0.00,0.00,1,1,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,20,0.00,0.00,6,0.00,54,22,0.00,0.00,0.00,2,1,1,0.00,0.00,3,0.00,11,62,9,34,0.00,0.00,,,,,,,16,44,4.5,22.5,138,0.00,30.0493,0
587,"Internal",78,170,0.00,37337.00,62.9412,24.7059,12.3529,40,15,6,9,5,0.00,3,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,23.7624,0
601,"Internal",651,1340.00,0.00,55200.00,70.8209,16.4179,12.7612,266,225,71,48,32,4,5,0.00,1950.00,0.00,,33,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,20,0.00,0.00,18,179,0.00,5,24,13,86,0.00,0.00,,,,,,,0.00,104,73.1,143.9,26,1950.00,53.3333,0
602,"Internal",234,418,0.00,102759.00,65.311,23.445,11.244,113,81,18,21,1,0.00,0.00,0.00,78,0.00,,11,,0.00,0.00,0.00,0.00,24,0.00,0.00,0.00,0.00,62,0.00,0.00,1,6,0.00,3,0.00,6,21,31,9,48,23,0.00,0.00,0.00,,,,,,,24,6,17.3,76.7,110,78,24.3902,0
603,"Internal",257,509,0.00,78047.00,51.277,14.3418,34.3811,98,105,30,18,1,1,4,0.00,0.00,0.00,,12,,0.00,0.00,0.00,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,8.5,14.5,0.00,0.00,0.00,0.00,0.00,0
604,"Internal",334,741,0.00,102759.00,53.0364,21.1876,25.776,102,141,40,33,6,9,3,0.00,0.00,0.00,,14,,0.00,0.00,0.00,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,9,0.00,0.00,0.00,0.00,7,39,0.00,0.00,0.00,0.00,,,,,,,3,3,2.1,27.9,39,0.00,26.9231,0
605,"Internal",200,483,0.00,78047.00,61.6977,20.7039,17.5983,43,91,28,23,10,3,2,0.00,0.00,0.00,,8,,0.00,0.00,0.00,2,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,2,1,0.00,1,0.00,0.00,46.875,0
606,"Internal",278,701,0.00,100938.00,51.9258,25.8203,22.2539,43,132,43,42,11,7,0.00,369,0.00,0.00,,15,,0.00,0.00,0.00,17,0.00,0.00,0.00,0.00,95,2,0.00,0.00,0.00,0.00,0.00,9,0.00,0.00,39,0.00,0.00,0.00,5,0.00,0.00,0.00,,,,,,,8.5,8.5,15.6,37.4,97,369,27.9793,0
607,"Internal",396,766,0.00,71322.00,48.8251,11.3577,39.8172,178,134,39,28,12,4,1,0.00,0.00,0.00,,18,,0.00,0.00,0.00,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,2,0.00,0.00,0.00,,,,,,,8.5,8.5,1,6,0.00,0.00,68.75,0
608,"Internal",101,256,0.00,100938.00,57.8125,16.0156,26.1719,30,33,15,13,2,3,5,0.00,0.00,0.00,,8,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,0.00,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,6,0.00,7,0.00,0.00,62.5,0
609,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,5,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.3,0.7,5,0.00,62.5,0
610,"Internal",65,133,0.00,133417.00,49.6241,29.3233,21.0526,21,28,10,4,2,0.00,0.00,0.00,0.00,0.00,,3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,6,0.00,0.00,100,0
611,"Internal",74,181,0.00,160938.00,45.8564,20.442,33.7017,21,32,3,9,5,2,2,0.00,0.00,0.00,,4,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,1,0.00,0.00,0.00,,,,,,,0.00,0.00,0.2,1.8,0.00,0.00,40,0
612,"Internal",40,98,0.00,103839.00,42.8571,22.449,34.6939,10,9,15,5,1,0.00,0.00,0.00,0.00,0.00,,5,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,100,0
613,"Internal",90,239,0.00,172105.00,49.3724,25.1046,25.523,22,21,23,19,0.00,5,0.00,0.00,0.00,0.00,,5,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,6,0.00,0.00,100,0
614,"Internal",138,347,0.00,90071.00,42.6513,23.9193,33.4294,18,74,9,33,3,0.00,1,0.00,0.00,0.00,,8,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,160,5,25,26,0.00,0.00,0.00,,,,,,,0.00,0.00,34.7,159.3,25,0.00,52.6316,0
615,"Internal",132,287,0.00,100938.00,50.8711,20.9059,28.223,41,51,22,14,3,0.00,1,635,0.00,0.00,,9,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,34.4,51.6,0.00,635,45.0082,0
616,"Internal",92,175,130,90071.00,28.5714,5.14286,66.2857,54,17,7,6,7,0.00,1,0.00,0.00,0.00,,5,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138,0.00,0.00,2,0.00,0.00,0.00,,,,,,,0.00,0.00,27.6,112.4,0.00,0.00,37.9845,0
617,"Internal",48,97,0.00,103839.00,47.4227,15.4639,37.1134,14,28,1,3,0.00,2,0.00,0.00,0.00,0.00,,4,,0.00,0.00,0.00,0.00,0.00,0.00,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,8,0.00,0.00,0.00,0.00,0.00,71.4286,0
618,"Internal",318,747,0.00,103839.00,51.8072,17.2691,30.9237,115,87,53,28,24,10,1,0.00,0.00,0.00,,16,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,2,0.00,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,1,3,0.00,4,0.00,0.00,33.3333,0
619,"Internal",286,734,0.00,160938.00,56.267,20.5722,23.1608,44,129,54,36,15,5,3,0.00,0.00,0.00,,19,,0.00,0.00,0.00,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,1,0.00,57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,4.5,60.5,0.00,1,0.00,0.00,32.4324,0
620,"Internal",191,434,0.00,103839.00,47.9263,28.1106,23.9631,67,59,27,24,12,2,0.00,0.00,0.00,0.00,,9,,11,0.00,0.00,30,0.00,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,2,1,10,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,29,21,0.00,13,0.00,0.00,72.7273,0
621,"Internal",177,446,0.00,172105.00,51.7937,21.3004,26.9058,42,66,34,17,7,10,1,0.00,0.00,0.00,,11,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,5,0.00,0.00,0.00,0.00,0.00,0
622,"Internal",322,803,14,172105.00,50.0623,20.1743,29.7634,64,144,40,48,17,9,0.00,0.00,0.00,0.00,,25,,0.00,0.00,0.00,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,8,2,1,0.00,0.00,0.00,17,3,18,16,0.00,0.00,0.00,,,,,,,5,5,4.3,43.7,18,0.00,18.6441,0
623,"Internal",370,894,0.00,113417.00,49.5526,19.9105,30.5369,86,153,49,60,18,3,1,0.00,0.00,0.00,,19,,0.00,0.00,0.00,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,20,0.00,0.00,6,0.00,2,10,1,0.00,0.00,0.00,,,,,,,9,9,3,31,10,0.00,32.5,0
624,"Internal",207,480,0.00,90071.00,49.375,20.8333,29.7917,51,106,14,19,8,4,5,0.00,0.00,0.00,,20,,3,0.00,0.00,17,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,13.5,8.5,0.00,8,0.00,0.00,63.6364,0
625,"Internal",243,632,0.00,98962.00,51.4241,26.5823,21.9937,61,85,33,39,8,13,4,0.00,0.00,0.00,,13,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,6,0.00,0.00,0.00,6,0.00,0.00,0.00,6,17,0.00,3,15,15,0.00,0.00,0.00,,,,,,,0.00,6,7.7,33.3,29,0.00,16.6667,0
626,"Internal",53,138,0.00,160938.00,49.2754,21.7391,28.9855,9,21,12,5,5,1,0.00,0.00,0.00,0.00,,2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,1,0.00,0.00,20,0
627,"Internal",81,188,0.00,146917.00,47.8723,23.4043,28.7234,31,19,10,16,5,0.00,0.00,0.00,0.00,0.00,,3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,7,0.00,0.00,45.0082,0
628,"Internal",95,256,0.00,219276.00,55.0781,13.2812,31.6406,17,34,17,17,9,0.00,1,439,0.00,0.00,,6,,0.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,0.00,0.00,0.00,0.00,1,25,0.00,20,48,71,14,72,11,0.00,0.00,0.00,,,,,,,5,20,37.6,132.4,81,439,14.4068,0
629,"Internal",151,376,0.00,146917.00,49.734,18.883,31.383,20,76,29,17,6,2,1,0.00,0.00,0.00,,12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
630,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
631,"Internal",139,345,0.00,110764.00,50.1449,19.1304,30.7246,27,58,25,23,3,1,2,0.00,0.00,0.00,,12,,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.5,5.5,0.00,15,0.00,0.00,25,0
632,"Internal",260,588,0.00,214074.00,38.9456,10.5442,50.5102,61,130,31,25,7,3,3,0.00,0.00,0.00,,15,,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,263,1,0.00,0.00,0.00,13,0.00,0.00,20,0.00,0.00,0.00,,,,,,,2.5,2.5,2.6,297.4,0.00,0.00,53.2189,0
633,"Internal",265,635,0.00,146917.00,51.811,18.7402,29.4488,37,150,35,27,13,1,2,0.00,0.00,0.00,,16,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,1,0.00,0.00,0.00,0.00,62.5,0
634,"Internal",187,443,0.00,110764.00,55.5305,18.9616,25.5079,41,84,29,22,7,4,0.00,0.00,0.00,0.00,,9,,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.5,0.5,0.4,3.6,0.00,0.00,36.3636,0
635,"Internal",134,359,0.00,98962.00,49.0251,19.4986,31.4763,21,62,11,29,6,0.00,5,0.00,0.00,0.00,,14,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,42,0.00,0.00,0.00,0.00,,,,,,,1,0.00,2.4,5.6,42,0.00,11.7647,0
636,"Internal",291,647,0.00,110764.00,47.2952,16.5379,36.1669,103,95,41,34,15,1,2,0.00,0.00,0.00,,13,,0.00,3,0.00,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17,5,0.00,0.00,0.00,0.00,1,8,41,5,0.00,0.00,0.00,,,,,,,6,3,2.6,33.4,41,0.00,92.8571,0
637,"Internal",260,542,0.00,90071.00,59.4096,16.2362,24.3542,106,74,50,18,8,2,2,0.00,0.00,0.00,,18,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,2,0.00,15,0.00,0.00,50,0
638,"Internal",301,813,0.00,219276.00,49.0775,24.8462,26.0763,32,138,56,50,17,4,4,0.00,0.00,0.00,,22,,0.00,5,0.00,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,2,10,0.00,2,0.00,0.00,0.00,0.00,3,0.00,0.00,0.00,,,,,,,8.5,5.5,0.00,16,0.00,0.00,64.7059,0
639,"Internal",765,2056.00,0.00,213577.00,52.4805,24.2218,23.2977,168,280,91,133,51,26,16,534,0.00,0.00,,55,,6,0.00,0.00,41,3,0.00,0.00,8,72,0.00,1,0.00,6,70,47,141,7,18,68,104,15,77,16,0.00,0.00,0.00,,,,,,,38.5,45.5,52.5,414.5,149,534,51.7774,0
640,"Internal",69,154,0.00,219276.00,50.6494,27.9221,21.4286,12,39,11,5,1,1,0.00,0.00,0.00,0.00,,4,,0.00,0.00,0.00,46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,23,23,0.00,0.00,0.00,0.00,61.1111,0
641,"Internal",81,220,0.00,214074.00,53.1818,26.3636,20.4545,10,38,13,10,5,5,0.00,0.00,0.00,0.00,,4,,0.00,0.00,0.00,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,9,9,0.00,3,0.00,0.00,45.0082,0
642,"Internal",3,5,0.00,99028.00,60,40,0.00,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
643,"Internal",234,565,0.00,214074.00,46.9027,19.292,33.8053,62,93,38,20,7,10,4,0.00,0.00,0.00,,16,,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,0.00,0.00,1,0.00,14,69,8,0.00,0.00,0.00,,,,,,,0.5,0.5,4.6,27.4,69,0.00,70.5882,0
644,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
645,"Internal",73,176,0.00,110764.00,49.4318,18.1818,32.3864,12,39,8,11,0.00,3,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,1,11,0.00,0.00,0.00,0.00,0.00,0
646,"Internal",83,224,0.00,219276.00,41.9643,16.0714,41.9643,24,24,7,15,8,4,1,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.4,3.6,0.00,0.00,58.8235,0
701,"Internal",0.00,0.00,36,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,59,0.00,30,54,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,187,0.00,0.00,,,,,,,89,187,0.00,2,56,0.00,85.1064,0
702,"Internal",24,46,0.00,25437.00,50,23.913,26.087,15,2,4,0.00,3,0.00,0.00,0.00,0.00,0.00,,2,,34,0.00,0.00,79,0.00,6,8,0.00,0.00,2,112,0.00,0.00,0.00,5,0.00,0.00,55,5,0.00,3,18,188,0.00,0.00,0.00,,,,,,,199.5,94.5,2.9,198.1,20,0.00,55.6338,0
703,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18,13,0.00,0.00,,,,,,,0.00,13,0.00,20,0.00,0.00,32.8612,0
704,"Internal",1,2,0.00,90071.00,100,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,186,0.00,0.00,0.00,196,0.00,0.00,,,,,,,0.00,196,37.2,148.8,0.00,0.00,94.5813,0
705,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,,0.00,0.00,0.00,57,0.00,0.00,0.00,0.00,8,376,0.00,0.00,8,7,2,0.00,13,5,0.00,37,611,3152.00,37,0.00,0.00,2000.00,,,,,,,28.5,46.5,190.7,511.3,3536.00,0.00,43.6137,0
706,"Internal",1,2,0.00,90071.00,100,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,,0.00,6,0.00,51,0.00,45,10,62,0.00,7,0.00,0.00,39,0.00,14,7,0.00,143,3,26,1,8,20,0.00,0.00,0.00,,,,,,,148.5,168.5,6.7,103.3,15,0.00,39.5161,0
707,"Internal",0.00,0.00,107,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,303,2,13,0.00,212,0.00,0.00,,,,,,,0.00,212,61.2,248.8,13,0.00,68.3616,0
708,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,30,5,0.00,56,1,5,22,129,17,0.00,26,0.00,0.00,14,25,181,0.00,21,16,274,41,212,49,122,0.00,0.00,,,,,,,246,171,73.5,526.5,229,0.00,44.3609,0
709,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,5,0.00,34,0.00,0.00,0.00,13,51,9,16,1,0.00,77,63,60,29,135,9,280,2,15,7,5,0.00,0.00,,,,,,,52,186,60.2,437.8,75,0.00,32.5153,0
710,"Internal",1,2,0.00,90071.00,100,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,7,0.00,2,725,0.00,38,0.00,116,10,28,16,0.00,0.00,0.00,5,18,16,8,0.00,21,36,185,147,0.00,0.00,0.00,,,,,,,541.5,386.5,15,212,223,0.00,79.6703,0
711,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,21,0.00,17,18,163,0.00,0.00,20,30,0.00,37,11,21,0.00,278,3,26,0.00,0.00,64,0.00,0.00,0.00,,,,,,,258.5,288.5,6.4,155.6,0.00,0.00,44.9905,0
712,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,25,0.00,22,11,10,137,0.00,15,0.00,3,0.00,39,0.00,0.00,20,0.00,44,5,24,108,0.00,0.00,0.00,,,,,,,70.5,32.5,10.3,188.7,161,0.00,56.25,0
713,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,13,16,0.00,69,0.00,6,8,40,22,63,0.00,270,,,,,,,16,148,3.6,72.4,40,0.00,61.032,0
714,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,32,0.00,0.00,0.00,0.00,0.00,3,25,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,22,110,1,0.00,0.00,0.00,,,,,,,41,16,6.6,18.4,113,0.00,45.0082,0
715,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216,0.00,,0.00,,0.00,0.00,0.00,98,5,15,0.00,8,0.00,0.00,0.00,61,0.00,0.00,5,2,0.00,22,24,26,0.00,3,30,0.00,0.00,0.00,,,,,,,138,71,14.8,72.2,3,216,45.0082,0
716,"Internal",32,49,0.00,90071.00,51.0204,32.6531,16.3265,23,4,2,2,0.00,0.00,1,0.00,0.00,0.00,,2,,0.00,0.00,0.00,688,31,87,0.00,0.00,3,55,0.00,48,0.00,6,21,1,38,86,0.00,137,7,33,41,0.00,0.00,0.00,,,,,,,510,468,29.5,183.5,91,0.00,70.3336,0
717,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,117,0.00,2,0.00,126,,,,,,,0.00,2,6.9,16.1,117,0.00,45.0082,0
718,"Internal",1,2,16,90071.00,100,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,0.00,3,0.00,0.00,0.00,0.00,0.00,80,0.00,0.00,0.00,,,,,,,5,3,0.00,87,0.00,0.00,73.1343,0
719,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,60,0.00,0.00,7,0.00,5,2,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,0.00,0.00,0.00,,,,,,,37,30,0.00,13,7,0.00,75,0
720,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,2,1,0.00,154,0.00,0.00,0.00,3,38,244,941,78,0.00,11,956,20,6,15,0.00,8,20,101,63,458,0.00,0.00,,,,,,,1102.00,556,7.6,1070.40,383,0.00,38.5827,5843
